rank,candidate,nearest_approved_anchor,anchor_target_class,anchor_pathway,anchor_moa,anchor_drugs,anchor_specificity,anchor_specificity_note,nearest_anchor_any,nearest_anchor_status,resp_cos_to_anchor_any,resp_cos_to_approved,string_adjacent_to_anchor,string_score_to_approved_anchor,string_max_to_any_anchor,string_best_anchor,shared_cluster_with_anchor,cluster,n_approved_in_cluster,n_anchors_in_cluster,EN,halt_confidence,effect_size,n_de,oracle_rstar,argmin_depth,is_val,anchor_EN,dEN_to_anchor,act_consistent_with_anchor,user_pharos_tdl,tc_2level,pathway_primary,target_class,user_tractability_modality,user_nearest_string_neighbors,user_function,user_annotation_present,depmap_geneEffect_k562,depmap_essential_k562,depmap_depleting_k562,k562_essential_toxflag,gnomad_pli,gnomad_loeuf,lof_constraint_flag,lof_tolerant,ot_safety_liabilities,n_safety_events,low_ot_liability,fda_boxed_warning_flag,fda_boxed,safety_flag_v2,user_immune_disease_assoc,user_depmap_essentiality,safety_pass,z_resp,z_string,proximity_score,safety_bonus,act_bonus,composite_score,composite_score_v2,rationale
513,COPS3,PSMD13,Enzyme,Signal Transduction,26S proteasome inhibitor,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,specific,,TTK,clinical_target,0.3308,0.3147,False,0.0,0.511,RPS27A,True,1,6,15,5.253,0.5267,3.2697,270,6.0,6.0,0,2.998,2.255,False,Tbio,,Metabolism of proteins,Unclassified protein,PROTAC_degrader,COPS2(0.999); COPS4(0.999); COPS5(0.999); COPS6(0.999); COPS7A(0.999),"The protein encoded by this gene possesses kinase activity that phosphorylates regulators involved in signal transduction. It phosphorylates I kappa-Balpha, p105, and c-Jun. It acts as a docking site for complex-mediated phosphorylation. The gene is located within the Smith-Magenis syndrome region on chromosome 17. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2015].",True,-1.0253,True,False,True,1.0,0.348,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.0); LoF-constrained,neurodegenerative disease(0.416); osteosarcoma(0.09); lung carcinoma(0.071); lung cancer(0.071); neoplasm(0.054),see per-line columns,False,0.3098,0.0,0.3204,0.3,0.0,0.2993,0.2993,"Undrugged (Pharos Tbio); response cosine 0.31; same Leiden cluster (cl1, 6 approved targets) to approved target PSMD13 | → HYPOTHESIS: same class as PSMD13 (Enzyme; drug: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFI) | ⚠ K562-essential (DepMap geneEffect -1.03 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.416); osteosarcoma(0.09); lung c | ACT E[N]=5.25 (|Δ|=2.25 vs anchor; ACT axis redundant to response+effect_size)"
514,SKP2,POLD1,Enzyme; Transferase,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,TTK,clinical_target,0.3387,0.3253,False,0.0,0.999,CDK2,False,1,6,15,3.81,0.1468,1.5577,38,1.0,1.0,0,5.041,1.231,False,Tbio,,Cell Cycle,Unclassified protein,PROTAC_degrader; small_molecule,CDKN1B(0.999); CCNA2(0.999); CCNA1(0.999); SKP1(0.999); CDK2(0.999),"Substrate recognition component of a SCF (SKP1-CUL1-F-box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins involved in cell cycle progression, signal transduction and transcription .",True,-0.3874,False,False,False,0.9434,0.534,constrained,False,NOT_FOUND,0,True,False,False,LoF-constrained,multiple sclerosis(0.434); autoimmune disorder of central nervous system(0.19),common_essential; mean_geneEffect=-0.747,False,0.3211,0.0,0.1766,0.7,0.0,0.2986,0.2986,Undrugged (Pharos Tbio); response cosine 0.33 to approved target POLD1 | → HYPOTHESIS: same class as POLD1 (Enzyme; Transferase; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | K562 DepMap geneEffect -0.39 (not strongly essential) | immune/disease: multiple sclerosis(0.434); autoimmune disorder of central ne | ACT E[N]=3.81 (|Δ|=1.23 vs anchor; ACT axis redundant to response+effect_size)
515,GPN2,POLE,,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,TTK,clinical_target,0.432,0.3782,False,0.0,0.0,,False,2,1,4,3.533,0.1264,4.4497,441,2.75,4.0,0,4.782,1.249,False,Tdark,,,NOT_FOUND,NOT_FOUND,GPN1(0.982); RPAP1(0.958); POLR2B(0.941); POLR2J(0.928); POLR2L(0.913),"Predicted to enable GTPase activity. [provided by Alliance of Genome Resources, Apr 2022]",True,-1.6961,True,False,True,0.0,1.218,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.7); rpe1-essential(DepMap -1.6),Perrault syndrome 1(0.286); neurodegenerative disease(0.228); gout(0.083); metabolic syndrome(0.066); coronary atherosclerosis(0.065),see per-line columns,False,0.3775,0.0,0.2076,0.6,0.0,0.2954,0.2954,Undrugged (Pharos Tdark); response cosine 0.38 to approved target POLE | → HYPOTHESIS: same class as POLE (unclassified; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ⚠ K562-essential (DepMap geneEffect -1.70 < -1.0): likely toxic to inhibit in this line | immune/disease: Perrault syndrome 1(0.286); neurodegenerative disease(0.228) | ACT E[N]=3.53 (|Δ|=1.25 vs anchor; ACT axis redundant to response+effect_size)
516,MRPL49,RPS27,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS27,approved_target,0.482,0.482,False,0.0,0.863,RPS11,False,6,0,0,4.906,0.1405,3.9603,400,4.0,4.0,0,4.577,0.329,True,Tbio,,Metabolism of proteins,NOT_FOUND,PROTAC_degrader; small_molecule,MRPL4(0.998); MRPL47(0.998); MRPL27(0.998); MRPL15(0.997); MRPL41(0.997),Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,True,-1.5803,True,False,True,0.0007,1.085,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.6),NOT_FOUND,common_essential; mean_geneEffect=-0.793,False,0.4882,0.0,0.2685,0.6,1.0,0.388,0.2948,"Undrugged (Pharos Tbio); response cosine 0.48 to approved target RPS27 | → HYPOTHESIS: same class as RPS27 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.58 < -1.0): likely toxic to inhibit in this line | ACT E[N]=4.91 (|Δ|=0.33 vs anchor; ACT axis redundant to response+effect_size)"
517,EXOSC5,RPL26,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",TTK,clinical_target,0.4231,0.3596,False,0.0,0.699,RPS7,False,1,6,15,5.097,0.4794,5.9791,548,5.0,6.0,0,2.018,3.079,False,Tbio,,Metabolism of RNA,Unclassified protein,PROTAC_degrader; small_molecule,C1D(0.999); DIS3L(0.999); EXOSC1(0.999); EXOSC10(0.999); EXOSC2(0.999),"Predicted to enable RNA binding activity. Involved in DNA deamination and exonucleolytic catabolism of deadenylated mRNA. Acts upstream of or within defense response to virus. Located in nucleolus; nucleoplasm; and transcriptionally active chromatin. Part of exosome (RNase complex). [provided by Alliance of Genome Resources, Apr 2022]",True,-0.7796,False,True,False,0.0018,1.136,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,"cerebellar ataxia, brain abnormalities, and cardiac conduction defects(0.727); neurodegenerative disease(0.497); Global developmental delay(0.372); cerebellar ataxia(0.371); Short stature(0.37)",see per-line columns,True,0.3577,0.0,0.1967,1.0,0.0,0.3877,0.2947,"Undrugged (Pharos Tbio); response cosine 0.36 to approved target RPL26 | → HYPOTHESIS: same class as RPL26 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.78 (not strongly essential) | immune/disease: cerebellar ataxia, brain abnormalities, and cardiac conducti | ACT E[N]=5.10 (|Δ|=3.08 vs anchor; ACT axis redundant to response+effect_size)"
518,DDX5,FNTA,Enzyme; Transferase,Immune System,Protein farnesyltransferase inhibitor,LONAFARNIB,specific,,CDK9,clinical_target,0.1323,0.0572,False,0.0,0.703,NCBP2,True,3,1,2,5.29,0.1949,2.4603,70,7.5,7.5,0,3.031,2.259,False,Tbio,Enzyme; Hydrolase,Disease,Enzyme; Hydrolase,PROTAC_degrader; small_molecule,DROSHA(0.999); TP53(0.997); DHX9(0.996); DDX17(0.994); DGCR8(0.993),Involved in the alternative regulation of pre-mRNA splicing; its RNA helicase activity is necessary for increasing tau exon 10 inclusion and occurs in a RBM4-dependent manner.,True,-0.4957,False,False,False,1.0,0.177,constrained,False,NOT_FOUND,0,True,False,False,LoF-constrained,NOT_FOUND,common_essential; mean_geneEffect=-0.714,False,0.0354,0.0,0.1695,0.7,0.0,0.2936,0.2936,"Undrugged (Pharos Tbio); same Leiden cluster (cl3, 1 approved targets) to approved target FNTA | → HYPOTHESIS: same class as FNTA (Enzyme; Transferase; drug: LONAFARNIB) | K562 DepMap geneEffect -0.50 (not strongly essential) | ACT E[N]=5.29 (|Δ|=2.26 vs anchor; ACT axis redundant to response+effect_size)"
519,SRP54,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,TTK,clinical_target,0.5469,0.4256,False,0.0,0.995,RPL23,False,0,11,12,4.496,0.5065,3.0871,219,4.0,5.0,0,4.71,0.214,True,Tbio,,Metabolism of proteins,Unclassified protein,PROTAC_degrader; small_molecule,SRP14(0.999); SRPRA(0.999); RPL23A(0.999); SRP9(0.999); SRP72(0.999),"Component of the signal recognition particle (SRP) complex, a ribonucleoprotein complex that mediates the cotranslational targeting of secretory and membrane proteins to the endoplasmic reticulum (ER) .",True,-2.0176,True,False,True,1.0,0.304,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -2.0); rpe1-essential(DepMap -1.8); LoF-constrained,"neutropenia, severe congenital, 8, autosomal dominant(0.758); Shwachman-Diamond syndrome 1(0.453); inflammatory bowel disease(0.229)",common_essential; mean_geneEffect=-2.077,False,0.428,0.0,0.2354,0.3,1.0,0.2898,0.2898,"Undrugged (Pharos Tbio); response cosine 0.43 to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | ⚠ K562-essential (DepMap geneEffect -2.02 < -1.0): likely toxic to inhibit in this line | immune/disease: neutropenia, severe congenital, 8, autosomal dominant(0.758) | ACT E[N]=4.50 (|Δ|=0.21 vs anchor; ACT axis redundant to response+effect_size)"
520,SSU72,PRIM1,,DNA Replication,DNA polymerase (alpha/delta/epsilon) inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,TTK,clinical_target,0.4122,0.3634,False,0.0,0.751,CDK9,False,0,11,12,1.602,0.6006,3.3686,272,1.0,1.0,0,4.687,3.085,False,Tbio,Enzyme; Phosphatase,Gene expression (Transcription),Enzyme; Phosphatase; Protein Phosphatase; Serine protein phosphatase,PROTAC_degrader,SYMPK(0.998); WDR82(0.998); CPSF3(0.985); PCF11(0.974); GTF2B(0.972),"Enables RNA polymerase II CTD heptapeptide repeat phosphatase activity. Involved in dephosphorylation of RNA polymerase II C-terminal domain and mRNA polyadenylation. Located in cytosol and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",True,-1.6771,True,False,True,0.0617,0.825,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.7); rpe1-essential(DepMap -1.3),neurodegenerative disease(0.518); autosomal recessive osteopetrosis 4(0.118); rheumatoid arthritis(0.036); hepatocellular carcinoma(0.022); ventral hernia(0.021),see per-line columns,False,0.3618,0.0,0.199,0.6,0.0,0.2893,0.2893,Undrugged (Pharos Tbio); response cosine 0.36 to approved target PRIM1 | → HYPOTHESIS: same class as PRIM1 (unclassified; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ⚠ K562-essential (DepMap geneEffect -1.68 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.518); autosomal recessive osteop | ACT E[N]=1.60 (|Δ|=3.08 vs anchor; ACT axis redundant to response+effect_size)
521,RAD9A,POLE,,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,CDC7,clinical_target,0.1252,0.1058,False,0.0,0.994,ATR,True,7,8,13,6.112,0.2816,2.5169,136,7.0,7.0,0,4.782,1.33,False,Tbio,,DNA Repair,NOT_FOUND,PROTAC_degrader; small_molecule,HUS1(0.999); RAD1(0.999); RAD17(0.999); TOPBP1(0.999); HUS1B(0.997),"This gene product is highly similar to Schizosaccharomyces pombe rad9, a cell cycle checkpoint protein required for cell cycle arrest and DNA damage repair. This protein possesses 3' to 5' exonuclease activity, which may contribute to its role in sensing and repairing DNA damage. It forms a checkpoint protein complex with RAD1 and HUS1. This complex is recruited by checkpoint protein RAD17 to the sites of DNA damage, which is thought to be important for triggering the checkpoint-signaling cascade. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2011].",True,-1.6655,True,False,True,0.0,0.866,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.7),Abnormality of the skeletal system(0.338); neurodegenerative disease(0.231); smoking initiation(0.13); hair color(0.102); retinitis pigmentosa(0.1),see per-line columns,False,0.0872,0.0,0.198,0.6,0.0,0.2886,0.2886,"Undrugged (Pharos Tbio); same Leiden cluster (cl7, 8 approved targets) to approved target POLE | → HYPOTHESIS: same class as POLE (unclassified; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ⚠ K562-essential (DepMap geneEffect -1.67 < -1.0): likely toxic to inhibit in this line | immune/disease: Abnormality of the skeletal system(0.338); neurodegenerative | ACT E[N]=6.11 (|Δ|=1.33 vs anchor; ACT axis redundant to response+effect_size)"
522,PRPF19,SEM1,,Cell Cycle,26S proteasome inhibitor,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,specific,,TTK,clinical_target,0.4661,0.4194,False,0.0,0.791,NCBP2,False,3,1,2,5.336,0.4236,4.2341,388,5.0,5.0,0,5.654,0.318,True,Tbio,Enzyme; Transferase,DNA Repair,Enzyme; Transferase,PROTAC_degrader; small_molecule,AQR(0.999); RBM22(0.999); SNRNP200(0.999); SNRNP40(0.999); SNRPA1(0.999),"PSO4 is the human homolog of yeast Pso4, a gene essential for cell survival and DNA repair (Beck et al., 2008 [PubMed 18263876]).[supplied by OMIM, Sep 2008]",True,-2.9135,True,False,True,1.0,0.099,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -2.9); rpe1-essential(DepMap -2.2); LoF-constrained,dengue disease(0.37); hereditary disease(0.339); neurodegenerative disease(0.299); neurodevelopmental disorder(0.186); autism(0.12),see per-line columns,False,0.4215,0.0,0.2318,0.3,1.0,0.2873,0.2873,Undrugged (Pharos Tbio); response cosine 0.42 to approved target SEM1 | → HYPOTHESIS: same class as SEM1 (unclassified; drug: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFI) | ⚠ K562-essential (DepMap geneEffect -2.91 < -1.0): likely toxic to inhibit in this line | immune/disease: dengue disease(0.37); hereditary disease(0.339); neurodegene | ACT E[N]=5.34 (|Δ|=0.32 vs anchor; ACT axis redundant to response+effect_size)
523,WDR75,RPL7,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",POLR1A,clinical_target,0.8323,0.7584,False,0.0,0.992,RPS23,False,5,12,12,5.196,0.1339,4.7187,464,8.0,8.0,0,1.689,3.507,False,Tbio,,Metabolism of RNA,NOT_FOUND,PROTAC_degrader; small_molecule,MPHOSPH10(0.999); NOL6(0.999); NOP58(0.999); RRP9(0.999); UTP15(0.999),"Enables RNA binding activity. Involved in positive regulation of rRNA processing and positive regulation of transcription by RNA polymerase I. Located in nucleolus. [provided by Alliance of Genome Resources, Apr 2022]",True,-1.2284,True,False,True,0.0369,0.556,tolerant,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.2); rpe1-essential(DepMap -1.6),"neurodegenerative disease(0.366); bronchial disorder(0.266); open-angle glaucoma(0.239); osteoarthritis, hip(0.236); lysosomal storage disease(0.202)",see per-line columns,False,0.7828,0.0,0.4306,0.3,0.0,0.3764,0.2861,"Undrugged (Pharos Tbio); response cosine 0.76 to approved target RPL7 | → HYPOTHESIS: same class as RPL7 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.23 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.366); bronchial disorder(0.266); | ACT E[N]=5.20 (|Δ|=3.51 vs anchor; ACT axis redundant to response+effect_size)"
524,WDR82,POLE,,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,TTK,clinical_target,0.6041,0.5349,False,0.0,0.446,PPP2CA,False,2,1,4,3.285,0.4325,5.5304,538,1.0,1.0,0,4.782,1.497,False,Tbio,Epigenetic regulator; Reader,Gene expression (Transcription),Epigenetic regulator; Reader; Methyl-lysine/arginine binding protein; WDR domain,PROTAC_degrader,CXXC1(0.999); SETD1A(0.999); WDR5(0.999); SETD1B(0.999); RBBP5(0.999),Regulatory component of the SET1/COMPASS complex implicated in the tethering of this complex to transcriptional start sites of active genes .,True,-2.5681,True,False,True,0.9966,0.439,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -2.6); rpe1-essential(DepMap -1.8); LoF-constrained,NOT_FOUND,common_essential; mean_geneEffect=-2.026,False,0.5446,0.0,0.2995,0.3,0.0,0.2847,0.2847,Undrugged (Pharos Tbio); response cosine 0.53 to approved target POLE | → HYPOTHESIS: same class as POLE (unclassified; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ⚠ K562-essential (DepMap geneEffect -2.57 < -1.0): likely toxic to inhibit in this line | ACT E[N]=3.29 (|Δ|=1.50 vs anchor; ACT axis redundant to response+effect_size)
525,GTF2E2,POLE,,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,TTK,clinical_target,0.4364,0.3514,False,0.0,0.581,CDK9,False,2,1,4,2.39,0.5759,3.0626,238,2.0,4.0,0,4.782,2.392,False,Tbio,,Gene expression (Transcription),Unclassified protein,PROTAC_degrader; small_molecule,ERCC2(0.999); ERCC3(0.999); GTF2B(0.999); GTF2E1(0.999); GTF2F1(0.999),"The general transcription factor IIE (TFIIE) is part of the RNA polymerase II transcription initiation complex, recruiting TFIIH and being essential for promoter clearance by RNA polymerase II. TFIIE is a heterodimer (and sometimes heterotetramer) of alpha and beta subunits. The protein encoded by this gene represents the beta subunit of TFIIE. [provided by RefSeq, Jan 2017].",True,-1.0476,True,False,True,0.3989,1.107,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.0); rpe1-essential(DepMap -1.3),trichothiodystrophy(0.677); HIV infectious disease(0.581); neurodegenerative disease(0.484); open-angle glaucoma(0.425); glaucoma(0.323),see per-line columns,False,0.349,0.0,0.1919,0.6,0.0,0.2843,0.2843,Undrugged (Pharos Tbio); response cosine 0.35 to approved target POLE | → HYPOTHESIS: same class as POLE (unclassified; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ⚠ K562-essential (DepMap geneEffect -1.05 < -1.0): likely toxic to inhibit in this line | immune/disease: trichothiodystrophy(0.677); HIV infectious disease(0.581); n | ACT E[N]=2.39 (|Δ|=2.39 vs anchor; ACT axis redundant to response+effect_size)
526,CCT5,RPL27A,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",TTK,clinical_target,0.3732,0.2977,True,0.65,0.995,PPP2CA,False,1,6,15,2.081,0.6301,3.8994,330,1.0,1.0,1,2.102,0.021,True,Tbio,,Metabolism of proteins,Unclassified protein,PROTAC_degrader; small_molecule,CCT2(0.999); CCT3(0.999); CCT4(0.999); CCT6A(0.999); CCT6B(0.999),"The protein encoded by this gene is a molecular chaperone that is a member of the chaperonin containing TCP1 complex (CCT), also known as the TCP1 ring complex (TRiC). This complex consists of two identical stacked rings, each containing eight different proteins. Unfolded polypeptides enter the central cavity of the complex and are folded in an ATP-dependent manner. The complex folds various proteins, including actin and tubulin. Mutations in this gene cause hereditary sensory and autonomic neuropathy with spastic paraplegia (HSNSP). Alternative splicing results in multiple transcript variants. Related pseudogenes have been identified on chromosomes 5 and 13. [provided by RefSeq, Apr 2015].",True,-1.1604,True,False,True,1.0,0.235,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.2); rpe1-essential(DepMap -1.2); LoF-constrained,hereditary sensory and autonomic neuropathy with spastic paraplegia(0.525); neurodegenerative disease(0.45); alcohol drinking(0.188); esophageal ulcer(0.185); eye injury(0.179),see per-line columns,False,0.2917,0.6507,0.3557,0.3,1.0,0.374,0.2842,"Undrugged (Pharos Tbio); STRING-adjacent (score 0.65) to approved target RPL27A | → HYPOTHESIS: same class as RPL27A (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.16 < -1.0): likely toxic to inhibit in this line | immune/disease: hereditary sensory and autonomic neuropathy with spastic par | ACT E[N]=2.08 (|Δ|=0.02 vs anchor; ACT axis redundant to response+effect_size)"
527,SNAPC1,SEM1,,Cell Cycle,26S proteasome inhibitor,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,specific,,TTK,clinical_target,0.3965,0.349,False,0.0,0.507,CDK9,False,3,1,2,2.854,0.197,4.0499,337,3.25,4.0,1,5.654,2.8,False,Tbio,,Gene expression (Transcription),NOT_FOUND,PROTAC_degrader; small_molecule,SNAPC2(0.999); SNAPC5(0.999); SNAPC3(0.999); SNAPC4(0.999); TBP(0.987),Part of the SNAPc complex required for the transcription of both RNA polymerase II and III small-nuclear RNA genes.,True,-1.6583,True,False,True,0.0002,1.926,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.7); rpe1-essential(DepMap -1.9),NOT_FOUND,common_essential; mean_geneEffect=-1.798,False,0.3464,0.0,0.1905,0.6,0.0,0.2834,0.2834,Undrugged (Pharos Tbio); response cosine 0.35 to approved target SEM1 | → HYPOTHESIS: same class as SEM1 (unclassified; drug: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFI) | ⚠ K562-essential (DepMap geneEffect -1.66 < -1.0): likely toxic to inhibit in this line | ACT E[N]=2.85 (|Δ|=2.80 vs anchor; ACT axis redundant to response+effect_size)
528,SAE1,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,TTK,clinical_target,0.2959,0.2712,False,0.0,0.525,UBA3,True,1,6,15,6.206,0.3678,2.7839,165,7.0,7.0,0,4.71,1.496,False,Tbio,,Metabolism of proteins,Unclassified protein,PROTAC_degrader; small_molecule,SUMO1(0.999); UBA2(0.999); UBE2I(0.999); SUMO2(0.997); SUMO3(0.979),"Posttranslational modification of proteins by the addition of the small protein SUMO (see SUMO1; MIM 601912), or sumoylation, regulates protein structure and intracellular localization. SAE1 and UBA2 (MIM 613295) form a heterodimer that functions as a SUMO-activating enzyme for the sumoylation of proteins (Okuma et al., 1999 [PubMed 9920803]).[supplied by OMIM, Mar 2010].",True,-1.7312,True,False,True,0.9837,0.49,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.7); rpe1-essential(DepMap -1.2); LoF-constrained,neurodegenerative disease(0.476); multiple sclerosis(0.343); hypothyroidism(0.317); lymphoid leukemia(0.314); lysosomal storage disease(0.292),see per-line columns,False,0.2635,0.0,0.2949,0.3,0.0,0.2814,0.2814,"Undrugged (Pharos Tbio); same Leiden cluster (cl1, 6 approved targets) to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | ⚠ K562-essential (DepMap geneEffect -1.73 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.476); multiple sclerosis(0.343); | ACT E[N]=6.21 (|Δ|=1.50 vs anchor; ACT axis redundant to response+effect_size)"
529,DBR1,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,MTOR,approved_target,0.3441,0.3441,False,0.0,0.0,,False,4,16,17,2.863,0.3973,3.612,316,2.5,3.0,0,4.71,1.847,False,Tbio,,,NOT_FOUND,PROTAC_degrader,DHX38(0.905); CWF19L1(0.771),"The protein encoded by this gene is an RNA lariat debranching enzyme that hydrolyzes 2'-5' prime branched phosphodiester bonds. The encoded protein specifically targets the bonds at the branch point of excised lariat intron RNA, converting them to linear molecules that are then degraded. This protein may also be involved in retroviral replication. [provided by RefSeq, Nov 2011].",True,-2.3244,True,False,True,0.0001,0.841,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -2.3); rpe1-essential(DepMap -2.4),neurodegenerative disease(0.527); xerosis and growth failure with immune and pulmonary dysfunction syndrome(0.499); hereditary disease(0.193); ichthyosis(0.187); retinitis pigmentosa(0.1),see per-line columns,False,0.3412,0.0,0.1877,0.6,0.0,0.2814,0.2814,Undrugged (Pharos Tbio); response cosine 0.34 to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | ⚠ K562-essential (DepMap geneEffect -2.32 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.527); xerosis and growth failure | ACT E[N]=2.86 (|Δ|=1.85 vs anchor; ACT axis redundant to response+effect_size)
