rank,candidate,nearest_approved_anchor,anchor_target_class,anchor_pathway,anchor_moa,anchor_drugs,anchor_specificity,anchor_specificity_note,nearest_anchor_any,nearest_anchor_status,resp_cos_to_anchor_any,resp_cos_to_approved,string_adjacent_to_anchor,string_score_to_approved_anchor,string_max_to_any_anchor,string_best_anchor,shared_cluster_with_anchor,cluster,n_approved_in_cluster,n_anchors_in_cluster,EN,halt_confidence,effect_size,n_de,oracle_rstar,argmin_depth,is_val,anchor_EN,dEN_to_anchor,act_consistent_with_anchor,user_pharos_tdl,tc_2level,pathway_primary,target_class,user_tractability_modality,user_nearest_string_neighbors,user_function,user_annotation_present,depmap_geneEffect_k562,depmap_essential_k562,depmap_depleting_k562,k562_essential_toxflag,gnomad_pli,gnomad_loeuf,lof_constraint_flag,lof_tolerant,ot_safety_liabilities,n_safety_events,low_ot_liability,fda_boxed_warning_flag,fda_boxed,safety_flag_v2,user_immune_disease_assoc,user_depmap_essentiality,safety_pass,z_resp,z_string,proximity_score,safety_bonus,act_bonus,composite_score,composite_score_v2,rationale
530,DHDDS,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,MTOR,approved_target,0.3975,0.3975,False,0.0,0.943,FNTA,False,0,11,12,4.897,0.7783,4.7306,332,5.0,5.0,0,4.71,0.187,True,Tbio,,Disease,NOT_FOUND,PROTAC_degrader; antibody; small_molecule,NUS1(0.998); GGPS1(0.967); FDPS(0.966); PDSS1(0.965); PDSS2(0.953),"The protein encoded by this gene catalyzes cis-prenyl chain elongation to produce the polyprenyl backbone of dolichol, a glycosyl carrier lipid required for the biosynthesis of several classes of glycoproteins. Mutations in this gene are associated with retinitis pigmentosa type 59. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Aug 2011].",True,-1.8288,True,False,True,0.9096,0.536,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.8); rpe1-essential(DepMap -2.4); LoF-constrained,retinitis pigmentosa 59(0.769); developmental delay and seizures with or without movement abnormalities(0.745); retinitis pigmentosa(0.669); neurodegenerative disease(0.526); hereditary disease(0.467),see per-line columns,False,0.3981,0.0,0.219,0.3,1.0,0.2783,0.2783,Undrugged (Pharos Tbio); response cosine 0.40 to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | ⚠ K562-essential (DepMap geneEffect -1.83 < -1.0): likely toxic to inhibit in this line | immune/disease: retinitis pigmentosa 59(0.769); developmental delay and seiz | ACT E[N]=4.90 (|Δ|=0.19 vs anchor; ACT axis redundant to response+effect_size)
531,GRPEL1,RPL24,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",TTK,clinical_target,0.4749,0.4288,False,0.0,0.542,NDUFB8,False,0,11,12,2.296,0.5098,4.2404,340,2.0,2.0,0,1.653,0.643,True,Tbio,,Disease,NOT_FOUND,PROTAC_degrader,HSPA9(0.999); TIMM44(0.997); HSPE1(0.995); CLPB(0.993); HSPD1(0.982),"Enables identical protein binding activity and unfolded protein binding activity. Predicted to be involved in protein import into mitochondrial matrix. Located in mitochondrial matrix and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",True,-2.1078,True,False,True,0.0239,0.971,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -2.1); rpe1-essential(DepMap -1.2),neurodegenerative disease(0.538); dengue disease(0.371); osteoarthritis(0.298); ventricular septal defect(0.296); neuroendocrine neoplasm(0.253),see per-line columns,False,0.4314,0.0,0.2373,0.6,1.0,0.3661,0.2782,"Undrugged (Pharos Tbio); response cosine 0.43 to approved target RPL24 | → HYPOTHESIS: same class as RPL24 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -2.11 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.538); dengue disease(0.371); ost | ACT E[N]=2.30 (|Δ|=0.64 vs anchor; ACT axis redundant to response+effect_size)"
532,PHB2,RPL27A,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",TTK,clinical_target,0.6361,0.5486,False,0.0,0.74,NDUFA8,False,0,11,12,3.174,0.6856,8.6043,720,3.0,3.0,0,2.102,1.072,False,Tbio,,Cellular responses to stimuli,Unclassified protein,PROTAC_degrader; antibody,PHB(0.999); ESR1(0.985); C1QBP(0.964); ARFGEF3(0.962); HDAC1(0.946),"Enables several functions, including protein C-terminus binding activity; protein N-terminus binding activity; and protein dimerization activity. Involved in several processes, including defense response to virus; positive regulation of cell cycle phase transition; and regulation of transcription, DNA-templated. Located in several cellular components, including cell surface; mitochondrial membrane; and nuclear matrix. Part of mitochondrial prohibitin complex. [provided by Alliance of Genome Resources, Apr 2022]",True,-1.7165,True,False,True,0.1663,0.648,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.7); rpe1-essential(DepMap -1.6),breast cancer(0.101); breast carcinoma(0.101); neoplasm(0.098); non-small cell lung carcinoma(0.096); colorectal carcinoma(0.085),see per-line columns,False,0.5591,0.0,0.3075,0.6,0.0,0.3653,0.2776,"Undrugged (Pharos Tbio); response cosine 0.55 to approved target RPL27A | → HYPOTHESIS: same class as RPL27A (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.72 < -1.0): likely toxic to inhibit in this line | immune/disease: breast cancer(0.101); breast carcinoma(0.101); neoplasm(0.09 | ACT E[N]=3.17 (|Δ|=1.07 vs anchor; ACT axis redundant to response+effect_size)"
533,TIMM44,RPL24,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",TTK,clinical_target,0.4914,0.425,False,0.0,0.563,NDUFB8,False,0,11,12,2.519,0.5105,5.2613,546,2.0,2.0,0,1.653,0.866,True,Tbio,,Protein localization,Unclassified protein,PROTAC_degrader; antibody,DNAJC19(0.999); HSPA9(0.999); PAM16(0.999); TIMM17A(0.999); GRPEL1(0.997),"This gene encodes a peripheral membrane protein associated with the mitochondrial inner membrane translocase, which functions in the import of proteins across the mitochondrial inner membrane and into the mitochondrial matrix. The encoded protein mediates binding of mitochondrial heat shock protein 70 to the translocase of inner mitochondrial membrane 23 (TIM23) complex. Expression of this gene is upregulated in kidney in a mouse model of diabetes. A mutation in this gene is associated with familial oncocytic thyroid carcinoma. [provided by RefSeq, Jul 2016].",True,-1.0637,True,False,True,0.0,0.758,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.1),neurodegenerative disease(0.429); Parkinson disease(0.371); multiple sclerosis(0.37); Alzheimer disease(0.37); lysosomal storage disease(0.37),see per-line columns,False,0.4274,0.0,0.2351,0.6,1.0,0.3645,0.2771,"Undrugged (Pharos Tbio); response cosine 0.42 to approved target RPL24 | → HYPOTHESIS: same class as RPL24 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.06 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.429); Parkinson disease(0.371);  | ACT E[N]=2.52 (|Δ|=0.87 vs anchor; ACT axis redundant to response+effect_size)"
534,PAM16,RPL24,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",TTK,clinical_target,0.4293,0.4226,False,0.0,0.591,NDUFB8,False,0,11,12,2.075,0.6391,5.2489,513,2.0,2.0,0,1.653,0.422,True,Tbio,,Protein localization,NOT_FOUND,PROTAC_degrader; antibody,DNAJC19(0.999); TIMM44(0.999); TIMM17A(0.992); HSPA9(0.988); DNAJC15(0.985),"This gene encodes a mitochondrial protein involved in granulocyte-macrophage colony-stimulating factor (GM-CSF) signaling. This protein also plays a role in the import of nuclear-encoded mitochondrial proteins into the mitochondrial matrix and may be important in reactive oxygen species (ROS) homeostasis. Mutations in this gene cause Megarbane-Dagher-Melike type spondylometaphyseal dysplasia, an early lethal skeletal dysplasia characterized by short stature, developmental delay and other skeletal abnormalities. [provided by RefSeq, May 2017].",True,-1.6182,True,False,True,0.0079,1.033,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.6); rpe1-essential(DepMap -1.6),"autosomal recessive spondylometaphyseal dysplasia, Megarbane type(0.582); Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type(0.536); nephronophthisis(0.415); Parkinson disease(0.324); multiple sclerosis(0.323)",see per-line columns,False,0.4248,0.0,0.2337,0.6,1.0,0.3636,0.2763,"Undrugged (Pharos Tbio); response cosine 0.42 to approved target RPL24 | → HYPOTHESIS: same class as RPL24 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.62 < -1.0): likely toxic to inhibit in this line | immune/disease: autosomal recessive spondylometaphyseal dysplasia, Megarbane | ACT E[N]=2.08 (|Δ|=0.42 vs anchor; ACT axis redundant to response+effect_size)"
535,SERBP1,ATP1A1,Transporter; Primary active transporter,Transport of small molecules,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 activator; Sodium/potassium-transporting ATPase inhibitor,ACETYLDIGITOXIN; DESLANOSIDE; DIGITOXIN; DIGOXIN; LANATOSIDE C,specific,,NCBP2,clinical_target,0.1727,0.131,False,0.0,0.993,RPS13,True,2,1,4,5.259,0.1391,2.3375,128,5.0,5.0,0,5.122,0.137,True,Tbio,,,Unclassified protein,PROTAC_degrader; small_molecule,RACK1(0.998); RPS20(0.997); RPS3(0.996); RPL5(0.996); FAU(0.995),"Ribosome-binding protein that promotes ribosome hibernation, a process during which ribosomes are stabilized in an inactive state and preserved from proteasomal degradation .",True,-1.3997,True,False,True,1.0,0.256,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.4); LoF-constrained,NOT_FOUND,common_essential; mean_geneEffect=-0.656,False,0.1141,0.0,0.2127,0.3,1.0,0.2739,0.2739,"Undrugged (Pharos Tbio); same Leiden cluster (cl2, 1 approved targets) to approved target ATP1A1 | → HYPOTHESIS: same class as ATP1A1 (Transporter; Primary active transporter; drug: ACETYLDIGITOXIN; DESLANOSIDE; DIGITOXIN;) | ⚠ K562-essential (DepMap geneEffect -1.40 < -1.0): likely toxic to inhibit in this line | ACT E[N]=5.26 (|Δ|=0.14 vs anchor; ACT axis redundant to response+effect_size)"
536,NUP214,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,PDPK1,clinical_target,0.1274,0.1228,False,0.0,0.755,NCBP1,True,1,6,15,5.611,0.4214,2.1667,52,8.0,8.0,0,4.71,0.901,True,Tbio,,Disease,NOT_FOUND,PROTAC_degrader; small_molecule,NUP107(0.999); NUP133(0.999); NUP62(0.999); NUP85(0.999); NUP88(0.999),"The nuclear pore complex is a massive structure that extends across the nuclear envelope, forming a gateway that regulates the flow of macromolecules between the nucleus and the cytoplasm. Nucleoporins are the main components of the nuclear pore complex in eukaryotic cells. This gene is a member of the FG-repeat-containing nucleoporins. The protein encoded by this gene is localized to the cytoplasmic face of the nuclear pore complex where it is required for proper cell cycle progression and nucleocytoplasmic transport. The 3' portion of this gene forms a fusion gene with the DEK gene on chromosome 6 in a t(6,9) translocation associated with acute myeloid leukemia and myelodysplastic syndrome. Alternative splicing of this gene results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Dec 2015].",True,-1.2923,True,False,True,0.9989,0.457,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.3); rpe1-essential(DepMap -1.1); LoF-constrained,familial acute necrotizing encephalopathy(0.664); influenza(0.543); HIV infectious disease(0.542); viral infectious disease(0.528); T-cell acute lymphoblastic leukemia(0.376),see per-line columns,False,0.1054,0.0,0.208,0.3,1.0,0.2706,0.2706,"Undrugged (Pharos Tbio); same Leiden cluster (cl1, 6 approved targets) to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | ⚠ K562-essential (DepMap geneEffect -1.29 < -1.0): likely toxic to inhibit in this line | immune/disease: familial acute necrotizing encephalopathy(0.664); influenza( | ACT E[N]=5.61 (|Δ|=0.90 vs anchor; ACT axis redundant to response+effect_size)"
537,PABPN1,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,TTK,clinical_target,0.2803,0.2392,False,0.0,0.988,NCBP2,True,1,6,15,1.786,0.7,4.1876,306,1.0,1.0,0,4.71,2.924,False,Tbio,,Developmental Biology,NOT_FOUND,PROTAC_degrader,PAPOLA(0.991); ELAVL1(0.991); BCL2L2-PABPN1(0.989); NCBP2(0.988); ZFC3H1(0.98),Involved in the 3'-end formation of mRNA precursors (pre-mRNA) by the addition of a poly(A) tail of 200-250 nt to the upstream cleavage product .,True,-1.6738,True,False,True,0.9994,0.369,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.7); rpe1-essential(DepMap -1.8); LoF-constrained,amyotrophic lateral sclerosis(0.068),common_essential; mean_geneEffect=-1.531,False,0.2294,0.0,0.2762,0.3,0.0,0.2683,0.2683,"Undrugged (Pharos Tbio); same Leiden cluster (cl1, 6 approved targets) to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | ⚠ K562-essential (DepMap geneEffect -1.67 < -1.0): likely toxic to inhibit in this line | immune/disease: amyotrophic lateral sclerosis(0.068) | ACT E[N]=1.79 (|Δ|=2.92 vs anchor; ACT axis redundant to response+effect_size)"
538,DBF4,POLD3,Enzyme,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,CDC7,clinical_target,0.2463,0.2363,False,0.0,0.999,CDC7,True,7,8,13,4.933,0.1144,2.0404,72,5.0,6.0,0,3.925,1.008,False,Tbio,Enzyme; Kinase,Cell Cycle,Enzyme; Kinase; Protein kinase regulatory subunit,PROTAC_degrader; small_molecule,MCM4(0.999); CDC7(0.999); ORC4(0.998); ORC6(0.998); ORC2(0.998),Regulatory subunit for CDC7 which activates its kinase activity thereby playing a central role in DNA replication and cell proliferation.,True,-1.4961,True,False,True,0.9949,0.475,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.5); LoF-constrained,multiple sclerosis(0.264),common_essential; mean_geneEffect=-0.891,False,0.2263,0.0,0.2745,0.3,0.0,0.2671,0.2671,"Undrugged (Pharos Tbio); same Leiden cluster (cl7, 8 approved targets) to approved target POLD3 | → HYPOTHESIS: same class as POLD3 (Enzyme; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ⚠ K562-essential (DepMap geneEffect -1.50 < -1.0): likely toxic to inhibit in this line | immune/disease: multiple sclerosis(0.264) | ACT E[N]=4.93 (|Δ|=1.01 vs anchor; ACT axis redundant to response+effect_size)"
539,SART3,FNTA,Enzyme; Transferase,Immune System,Protein farnesyltransferase inhibitor,LONAFARNIB,specific,,FNTA,approved_target,0.2345,0.2345,False,0.0,0.768,CDK9,True,3,1,2,4.638,0.1668,2.9476,208,4.75,5.0,1,3.031,1.607,False,Tbio,,,Unclassified protein,PROTAC_degrader,USP15(0.999); LSM2(0.998); USP4(0.998); LSM8(0.996); LSM4(0.995),"The protein encoded by this gene is an RNA-binding nuclear protein that is a tumor-rejection antigen. This antigen possesses tumor epitopes capable of inducing HLA-A24-restricted and tumor-specific cytotoxic T lymphocytes in cancer patients and may be useful for specific immunotherapy. This gene product is found to be an important cellular factor for HIV-1 gene expression and viral replication. It also associates transiently with U6 and U4/U6 snRNPs during the recycling phase of the spliceosome cycle. This encoded protein is thought to be involved in the regulation of mRNA splicing. [provided by RefSeq, Jul 2008].",True,-1.1178,True,False,True,1.0,0.419,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.1); rpe1-essential(DepMap -1.8); LoF-constrained,"neurodegenerative disease(0.526); open-angle glaucoma(0.3); porokeratosis 3, disseminated superficial actinic type(0.214); disseminated superficial actinic porokeratosis(0.185); complex neurodevelopmental disorder(0.185)",see per-line columns,False,0.2244,0.0,0.2734,0.3,0.0,0.2664,0.2664,"Undrugged (Pharos Tbio); same Leiden cluster (cl3, 1 approved targets) to approved target FNTA | → HYPOTHESIS: same class as FNTA (Enzyme; Transferase; drug: LONAFARNIB) | ⚠ K562-essential (DepMap geneEffect -1.12 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.526); open-angle glaucoma(0.3);  | ACT E[N]=4.64 (|Δ|=1.61 vs anchor; ACT axis redundant to response+effect_size)"
540,PET117,RPS21,Other cytosolic protein,Cellular responses to stimuli,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS21,approved_target,0.2551,0.2551,False,0.0,0.0,,True,5,12,12,5.939,0.1815,2.2249,79,6.0,6.0,0,4.558,1.381,False,Tdark,,Metabolism,NOT_FOUND,PROTAC_degrader,COX15(0.914); PNKD(0.913); PET100(0.853); COA5(0.772); COX17(0.727),"Predicted to be involved in mitochondrial cytochrome c oxidase assembly. Located in mitochondrion. Implicated in cytochrome-c oxidase deficiency disease. [provided by Alliance of Genome Resources, Apr 2022]",True,-1.0591,True,False,True,0.0213,1.821,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.1),systemic inflammatory response syndrome(0.189); ulcerative colitis(0.005),not_common_essential; mean_geneEffect=-0.379,False,0.2464,0.0,0.2855,0.6,0.0,0.3499,0.2659,"Undrugged (Pharos Tdark); same Leiden cluster (cl5, 12 approved targets) to approved target RPS21 | → HYPOTHESIS: same class as RPS21 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.06 < -1.0): likely toxic to inhibit in this line | immune/disease: systemic inflammatory response syndrome(0.189); ulcerative c | ACT E[N]=5.94 (|Δ|=1.38 vs anchor; ACT axis redundant to response+effect_size)"
