rank,candidate,composite_score,nearest_approved_anchor,anchor_specificity,anchor_target_class,anchor_moa,anchor_pathway,anchor_EN,response_cosine,string_weight,string_adjacent,shared_cluster,proximity_score,nearest_anchor_inclClinical,nearest_anchor_inclClinical_cos,cand_EN,cand_halt_confidence,cand_effect_size,cand_n_de,cand_argmin_depth,cand_is_val,delta_EN_to_anchor,act_consistent_with_anchor,cand_pharos_tdl,cand_target_class,cand_protein_family,cand_pathway_family,cand_function,cand_tractability_modality,cand_ot_tractability_sm,cand_immune_disease_assoc,depmap_geneEffect_k562,depmap_geneEffect_rpe1,depmap_geneEffect_THP1,depmap_essential_k562,depmap_essential_rpe1,lof_constraint_flag,gnomad_pli,gnomad_loeuf,n_safety_events,fda_boxed_warning,ot_safety_liabilities,safety_flag_v2,user_annotation_present,strongly_essential_thisline,lof_tolerant,low_liability,safety_pass,rationale,cluster
59,FARSA,0.8242,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.6542,0.0,False,True,0.8042,MTOR,0.6542,6.737,0.844,6.3373,522,5.75,0,0.371,True,Tbio,Enzyme; Ligase,"Phenylalanyl-tRNA synthetase, class IIc, alpha subunit",Metabolism of proteins,Aminoacyl-tRNA synthetases are a class of enzymes that charge tRNAs with their cognate amino acids. This gene encodes a product which is similar to the catalytic subunit of prokaryotic and Saccharomyces cerevisiae phenylalanyl-tRNA synthetases (PheRS). This gene product has been shown to be expresse,PROTAC_degrader; small_molecule,Structure with Ligand; High-Quality Pocket,mantle cell lymphoma(0.075),-0.4602,-0.8924,-1.0298,False,False,tolerant,0.0,0.784,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.65 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.4602, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: mantle cell lymphoma(0.075). E[N]=6.737 (|Δ|anchor 0.371; E[N] non-discriminative for class — see stats).",0
60,MRPL35,0.8233,NDUFAB1,complex_level,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,Metabolism,6.581,0.7166,0.955,True,False,1.1941,NDUFAB1,0.7166,5.589,0.5873,2.326,135,6.0,1,0.992,False,Tdark,,Large ribosomal subunit protein bL35-like; Large ribosomal subunit protein bL35m,Metabolism of proteins,Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,PROTAC_degrader; small_molecule,Structure with Ligand,multiple sclerosis(0.363),-0.5517,-0.3961,-0.5549,False,False,tolerant,0.0,1.26,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tdark). Response-cosine 0.72 to nearest approved anchor NDUFAB1 [complex-level anchor (drug hits whole machine, not this gene)], class Enzyme; Oxidoreductase. STRING-adjacent. HYPOTHESIS: same class as NDUFAB1 (Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.5517, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: multiple sclerosis(0.363). E[N]=5.589 (|Δ|anchor 0.992; E[N] non-discriminative for class — see stats).",7
61,TBL3,0.8209,RPS14,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.035,0.5886,0.976,True,True,1.2266,RPS14,0.5886,7.11,0.8279,4.5501,453,8.0,0,0.075,True,Tdark,Unclassified protein,,Metabolism of RNA,"The protein encoded by this gene has sequence similarity with members of the WD40 repeat-containing protein family. The WD40 group is a large family of proteins, which appear to have a regulatory function. It is believed that the WD40 repeats mediate protein-protein interactions and members of the family are involved in signal transduction, RNA processing, gene regulation, vesicular trafficking, cytoskeletal assembly and may play a role in the control of cytotypic differentiation. This gene has multiple polyadenylation sites. It might have multiple alternatively spliced transcript variants but the variants have not been fully described yet. [provided by RefSeq, Jul 2008].",PROTAC_degrader; small_molecule,Structure with Ligand,Huntington disease(0.011); cancer(0.004); neoplasm(0.004); infection(0.004); bronchopulmonary dysplasia(0.004),-0.7688,-1.365,-1.1492,False,True,tolerant,0.0,0.885,0,False,,rpe1-essential(DepMap -1.4),True,False,True,True,True,"Undrugged (TDL=Tdark). Response-cosine 0.59 to nearest approved anchor RPS14 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS14 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.7688, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: Huntington disease(0.011); cancer(0.004); neoplasm(0.004); infection(0. E[N]=7.11 (|Δ|anchor 0.075; E[N] non-discriminative for class — see stats).",5
62,PTGR2,0.8111,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.6411,0.0,False,True,0.7911,MTOR,0.6411,6.511,0.4935,4.1605,417,7.0,0,0.145,True,Tbio,,Medium-chain dehydrogenase/reductase; Prostaglandin reductase 2,Metabolism,"Functions as 15-oxo-prostaglandin 13-reductase and acts on 15-keto-PGE1, 15-keto-PGE2, 15-keto-PGE1-alpha and 15-keto-PGE2-alpha with highest activity towards 15-keto-PGE2 .",PROTAC_degrader; small_molecule,Structure with Ligand; High-Quality Pocket,autoimmune disorder of central nervous system(0.274),0.0269,0.0944,0.161,False,False,tolerant,0.0001,1.12,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.64 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect 0.0269, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: autoimmune disorder of central nervous system(0.274). E[N]=6.511 (|Δ|anchor 0.145; E[N] non-discriminative for class — see stats).",0
63,RRP1,0.7919,RPL36,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.718,0.5524,0.766,True,True,1.0854,RPL36,0.5524,7.53,0.6191,3.6653,333,7.0,0,0.188,True,Tbio,,Ribosomal RNA processing protein 1,Metabolism of RNA,"The protein encoded by this gene is the putative homolog of the yeast ribosomal RNA processing protein RRP1. The encoded protein is involved in the late stages of nucleologenesis at the end of mitosis, and may be required for the generation of 28S rRNA. [provided by RefSeq, Jul 2008].",PROTAC_degrader; small_molecule,Structure with Ligand,neurodegenerative disease(0.494); breast ductal adenocarcinoma(0.111); Malignant hyperthermia(0.055); familial cold autoinflammatory syndrome 4(0.053); Familial cold urticaria(0.053),-0.2194,-0.4778,-0.8477,False,False,tolerant,0.0,0.897,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.55 to nearest approved anchor RPL36 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #6. HYPOTHESIS: same class as RPL36 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.2194, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: neurodegenerative disease(0.494); breast ductal adenocarcinoma(0.111);. E[N]=7.53 (|Δ|anchor 0.188; E[N] non-discriminative for class — see stats).",6
64,TWISTNB,0.7918,RPS13,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,6.934,0.8023,0.0,False,True,0.9523,RPS13,0.8023,7.03,0.874,6.1237,587,7.0,0,0.096,True,,,,,,,Structure with Ligand,,,,,False,False,tolerant,0.0,1.36,0,False,,no strong safety flag,False,False,True,True,True,"Undrugged (TDL=NA). Response-cosine 0.80 to nearest approved anchor RPS13 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. same cluster #5. HYPOTHESIS: same class as RPS13 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=7.03 (|Δ|anchor 0.096; E[N] non-discriminative for class — see stats).",5
65,EIF4G1,0.7903,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.7076,0.719,True,True,1.2171,MTOR,0.7076,6.934,0.8294,6.5359,621,7.0,0,0.568,False,Tbio,Other nuclear protein,Armadillo-type fold,Developmental Biology,"Component of the protein complex eIF4F, which is involved in the recognition of the mRNA cap, ATP-dependent unwinding of 5'-terminal secondary structure and recruitment of mRNA to the ribosome .",PROTAC_degrader; small_molecule,Structure with Ligand,,-0.9832,-0.5733,-1.0203,False,False,constrained,1.0,0.048,0,False,,LoF-constrained,True,False,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.71 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. STRING-adjacent+same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety mixed: LoF-constrained (K562 geneEffect -0.9832). E[N]=6.934 (|Δ|anchor 0.568; E[N] non-discriminative for class — see stats).",0
66,EXOSC3,0.7881,RPS7,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.041,0.5476,0.664,True,True,1.0296,RPS7,0.5476,6.97,0.8467,8.7985,740,7.0,1,0.071,True,Tbio,,Exosome complex RNA-binding protein 1/RRP40/RRP4,Metabolism of RNA,"This gene encodes a non-catalytic component of the human exosome, a complex with 3'-5' exoribonuclease activity that plays a role in numerous RNA processing and degradation activities. Related pseudogenes of this gene are found on chromosome 19 and 21. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jun 2012].",PROTAC_degrader; small_molecule,Structure with Ligand,pontocerebellar hypoplasia type 1(0.763); pontocerebellar hypoplasia(0.606); neurodegenerative disease(0.528); Non-syndromic pontocerebellar hypoplasia(0.511); hereditary disease(0.414),-0.8477,-1.3735,-0.8577,False,True,tolerant,0.0,1.072,0,False,,rpe1-essential(DepMap -1.4),True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.55 to nearest approved anchor RPS7 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS7 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.8477, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: pontocerebellar hypoplasia type 1(0.763); pontocerebellar hypoplasia(0. E[N]=6.97 (|Δ|anchor 0.071; E[N] non-discriminative for class — see stats).",5
67,UQCRQ,0.7862,NDUFAB1,complex_level,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,Metabolism,6.581,0.5453,0.972,True,True,1.1813,NDUFAB1,0.5453,6.199,0.5564,2.9198,220,7.0,0,0.382,True,Tbio,,Cytochrome b-c1 complex subunit 8,Metabolism,"Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation.",PROTAC_degrader; antibody; small_molecule,Structure with Ligand,multiple sclerosis(0.271); autoimmune disorder of central nervous system(0.115),-0.5907,-0.2146,-0.3177,False,False,tolerant,0.0004,1.728,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.55 to nearest approved anchor NDUFAB1 [complex-level anchor (drug hits whole machine, not this gene)], class Enzyme; Oxidoreductase. STRING-adjacent+same cluster #4. HYPOTHESIS: same class as NDUFAB1 (Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.5907, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: multiple sclerosis(0.271); autoimmune disorder of central nervous syst. E[N]=6.199 (|Δ|anchor 0.382; E[N] non-discriminative for class — see stats).",4
68,TAF7,0.7848,TYK2,specific,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator,Cell-Cell communication,6.18,0.6348,0.0,False,True,0.7848,TYK2,0.6348,5.452,0.4539,7.209,716,5.0,0,0.728,False,Tbio,,Transcription initiation factor TFIID subunit 7,Gene expression (Transcription),"The intronless gene for this transcription coactivator is located between the protocadherin beta and gamma gene clusters on chromosome 5. The protein encoded by this gene is a component of the TFIID protein complex, a complex which binds to the TATA box in class II promoters and recruits RNA polymerase II and other factors. This particular subunit interacts with the largest TFIID subunit, as well as multiple transcription activators. The protein is required for transcription by promoters targeted by RNA polymerase II. [provided by RefSeq, Jul 2008].",PROTAC_degrader; small_molecule,Structure with Ligand,HIV infectious disease(0.578); neurodegenerative disease(0.242); nonpapillary renal cell carcinoma(0.075); glioblastoma(0.042); neoplasm(0.033),-0.7238,-1.0927,-1.013,False,True,tolerant,0.8321,0.588,0,False,,rpe1-essential(DepMap -1.1),True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.63 to nearest approved anchor TYK2 [specific drug target], class Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family. same cluster #2. HYPOTHESIS: same class as TYK2 (Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator) — candidate target, unverified. Safety OK: K562 geneEffect -0.7238, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: HIV infectious disease(0.578); neurodegenerative disease(0.242); nonpa. E[N]=5.452 (|Δ|anchor 0.728; E[N] non-discriminative for class — see stats).",2
69,CCDC86,0.7838,RPL26,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.803,0.7922,0.0,False,True,0.9422,RPL26,0.7922,7.967,0.9333,5.5094,584,8.0,0,0.164,True,Tbio,,Coiled-coil domain-containing protein 86,,"Enables RNA binding activity. Located in chromosome; nucleolus; and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader; small_molecule,Structure with Ligand,diffuse large B-cell lymphoma(0.093); head and neck squamous cell carcinoma(0.079); lymphoma(0.078); central nervous system cancer(0.074); glioma(0.074),-0.7453,-1.1748,-1.0316,False,True,tolerant,0.0,1.008,0,False,,rpe1-essential(DepMap -1.2),True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.79 to nearest approved anchor RPL26 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. same cluster #6. HYPOTHESIS: same class as RPL26 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.7453, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: diffuse large B-cell lymphoma(0.093); head and neck squamous cell carc. E[N]=7.967 (|Δ|anchor 0.164; E[N] non-discriminative for class — see stats).",6
70,ABT1,0.7743,RPS13,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,6.934,0.8429,0.0,False,True,0.9929,RPS13,0.8429,7.038,0.6583,4.5561,385,7.0,0,0.104,True,Tbio,,ABT1/Esf2,,Could be a novel TATA-binding protein (TBP) which can function as a basal transcription activator.,PROTAC_degrader,,systemic sclerosis(0.012); systemic lupus erythematosus(0.012); overlapping connective tissue disease(0.01),-0.5075,-0.9752,-1.2492,False,False,tolerant,0.0001,1.2,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.84 to nearest approved anchor RPS13 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. same cluster #5. HYPOTHESIS: same class as RPS13 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.5075, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: systemic sclerosis(0.012); systemic lupus erythematosus(0.012); overla. E[N]=7.038 (|Δ|anchor 0.104; E[N] non-discriminative for class — see stats).",5
