rank,candidate,composite_score,nearest_approved_anchor,anchor_specificity,anchor_target_class,anchor_moa,anchor_pathway,anchor_EN,response_cosine,string_weight,string_adjacent,shared_cluster,proximity_score,nearest_anchor_inclClinical,nearest_anchor_inclClinical_cos,cand_EN,cand_halt_confidence,cand_effect_size,cand_n_de,cand_argmin_depth,cand_is_val,delta_EN_to_anchor,act_consistent_with_anchor,cand_pharos_tdl,cand_target_class,cand_protein_family,cand_pathway_family,cand_function,cand_tractability_modality,cand_ot_tractability_sm,cand_immune_disease_assoc,depmap_geneEffect_k562,depmap_geneEffect_rpe1,depmap_geneEffect_THP1,depmap_essential_k562,depmap_essential_rpe1,lof_constraint_flag,gnomad_pli,gnomad_loeuf,n_safety_events,fda_boxed_warning,ot_safety_liabilities,safety_flag_v2,user_annotation_present,strongly_essential_thisline,lof_tolerant,low_liability,safety_pass,rationale,cluster
713,MRPL43,0.2307,NDUFAB1,complex_level,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,Metabolism,6.581,0.3953,0.987,True,False,0.8888,NDUFAB1,0.3953,5.885,0.421,3.8825,330,6.0,0,0.696,False,Tbio,,Large ribosomal subunit protein mL43,Metabolism of proteins,Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,PROTAC_degrader; small_molecule,Structure with Ligand,,-1.3351,-0.37,-0.1478,True,False,tolerant,0.0001,1.409,0,False,,k562-essential(DepMap -1.3),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.40 to nearest approved anchor NDUFAB1 [complex-level anchor (drug hits whole machine, not this gene)], class Enzyme; Oxidoreductase. STRING-adjacent. HYPOTHESIS: same class as NDUFAB1 (Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.3351 (essential in hematopoietic proxy). E[N]=5.885 (|Δ|anchor 0.696; E[N] non-discriminative for class — see stats).",7
714,ACTR10,0.2301,TYK2,specific,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator,Cell-Cell communication,6.18,0.2301,0.0,False,False,0.2301,ATP2A2,0.1581,6.957,0.4195,2.7604,207,8.0,0,0.777,False,Tbio,,Actin family,Vesicle-mediated transport,"Predicted to be involved in retrograde axonal transport of mitochondrion. Predicted to be located in cytosol; extracellular region; and secretory granule. Predicted to be part of dynactin complex. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader; antibody,,Chest pain(0.265); smoking initiation(0.263); risk-taking behaviour(0.148); substance-related disorder(0.085); hepatocellular carcinoma(0.075),-0.9614,-1.2279,-0.9529,False,True,tolerant,0.0001,1.148,0,False,,rpe1-essential(DepMap -1.2),True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.23 to nearest approved anchor TYK2 [specific drug target], class Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family. HYPOTHESIS: same class as TYK2 (Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator) — candidate target, unverified. Safety OK: K562 geneEffect -0.9614, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: Chest pain(0.265); smoking initiation(0.263); risk-taking behaviour(0.. E[N]=6.957 (|Δ|anchor 0.777; E[N] non-discriminative for class — see stats).",8
715,DYNLL1,0.229,TUBB2A,specific,Structural protein,B-cell antigen receptor complex-associated protein beta chain binding agent; B-lymphocyte antigen CD19 binding agent; CD166 antigen binding agent; CD22 binding agent; CD44 antigen binding agent; CD70 antigen binding agent; Carcinoembryonic antigen-related cell adhesion molecule 5 binding agent; Choline transporter-like protein 4 binding agent; Coagulation factor III binding agent; Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 binding agent; Endothelin receptor ET-B binding agent; Epidermal growth factor receptor binding agent; Epidermal growth factor receptor erbB1 binding agent; Fc receptor-like protein 5 binding agent; Fibroblast growth factor receptor 2 binding agent; Folate receptor alpha binding agent; Glutamate carboxypeptidase II binding agent; Heat-stable enterotoxin receptor binding agent; Hepatocyte growth factor receptor binding agent; Lymphocyte antigen 6E binding agent; Mesothelin binding agent; Metalloreductase STEAP1 binding agent; Mucin-1 binding agent; Mucin-16 binding agent; Myeloid cell surface antigen CD33 binding agent; Nectin-4 binding agent; Neural cell adhesion molecule 1 binding agent; Prolow-density lipoprotein receptor-related protein 1 binding agent; Receptor protein-tyrosine kinase erbB-2 binding agent; Receptor tyrosine-protein kinase erbB-2 binding agent; SLAM family member 7 binding agent; Sodium-dependent phosphate transport protein 2B binding agent; Syndecan-1 binding agent; Teratocarcinoma-derived growth factor 1 binding agent; Transmembrane glycoprotein NMB binding agent; Trophoblast glycoprotein binding agent; Tubulin beta inhibitor; Tubulin disrupting agent; Tubulin inhibitor; Tubulin stabiliser; Tumor necrosis factor receptor superfamily member 17 binding agent; Tumor necrosis factor receptor superfamily member 8 binding agent; Tyrosine-protein kinase receptor UFO binding agent; Vitronectin receptor alpha binding agent; Zinc transporter ZIP6 binding agent,Autophagy,6.635,0.2043,0.626,True,False,0.5173,TUBB2A,0.2043,6.792,0.7291,3.593,259,7.0,0,0.157,True,Tbio,Unclassified protein,"Dynein light chain, type 1/2",Autophagy,"Component of dynein, a family of motor proteins essential for movement along microtubules .",PROTAC_degrader; antibody; small_molecule,Structure with Ligand,,-1.1515,-0.9969,-0.6686,True,False,tolerant,0.6888,0.744,0,False,,k562-essential(DepMap -1.2),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.20 to nearest approved anchor TUBB2A [specific drug target], class Structural protein. STRING-adjacent. HYPOTHESIS: same class as TUBB2A (B-cell antigen receptor complex-associated protein beta chain binding agent; B-lymphocyte antigen CD19 binding agent; CD166 antigen binding agent; CD22 binding agent; CD44 antigen binding agent; CD70 antigen binding agent; Carcinoembryonic antigen-related cell adhesion molecule 5 binding agent; Choline transporter-like protein 4 binding agent; Coagulation factor III binding agent; Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 binding agent; Endothelin receptor ET-B binding agent; Epidermal growth factor receptor binding agent; Epidermal growth factor receptor erbB1 binding agent; Fc receptor-like protein 5 binding agent; Fibroblast growth factor receptor 2 binding agent; Folate receptor alpha binding agent; Glutamate carboxypeptidase II binding agent; Heat-stable enterotoxin receptor binding agent; Hepatocyte growth factor receptor binding agent; Lymphocyte antigen 6E binding agent; Mesothelin binding agent; Metalloreductase STEAP1 binding agent; Mucin-1 binding agent; Mucin-16 binding agent; Myeloid cell surface antigen CD33 binding agent; Nectin-4 binding agent; Neural cell adhesion molecule 1 binding agent; Prolow-density lipoprotein receptor-related protein 1 binding agent; Receptor protein-tyrosine kinase erbB-2 binding agent; Receptor tyrosine-protein kinase erbB-2 binding agent; SLAM family member 7 binding agent; Sodium-dependent phosphate transport protein 2B binding agent; Syndecan-1 binding agent; Teratocarcinoma-derived growth factor 1 binding agent; Transmembrane glycoprotein NMB binding agent; Trophoblast glycoprotein binding agent; Tubulin beta inhibitor; Tubulin disrupting agent; Tubulin inhibitor; Tubulin stabiliser; Tumor necrosis factor receptor superfamily member 17 binding agent; Tumor necrosis factor receptor superfamily member 8 binding agent; Tyrosine-protein kinase receptor UFO binding agent; Vitronectin receptor alpha binding agent; Zinc transporter ZIP6 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.1515 (essential in hematopoietic proxy). E[N]=6.792 (|Δ|anchor 0.157; E[N] non-discriminative for class — see stats).",8
716,PMPCB,0.2288,NDUFA6,complex_level,,Mitochondrial complex I (NADH dehydrogenase) inhibitor,,6.658,0.3957,0.895,True,True,0.9932,NDUFA6,0.3957,6.271,0.5507,5.2429,233,4.0,0,0.387,True,Tbio,Enzyme; Hydrolase,Mitochondrial Processing Peptidase/Ubiquinol-cytochrome c Reductase Complex,Protein localization,"Catalytic subunit of the essential mitochondrial processing protease (MPP), which cleaves the mitochondrial sequence off newly imported precursors proteins (Probable) .",PROTAC_degrader,,,-1.5692,-1.6858,-1.6723,True,True,tolerant,0.0,1.085,0,False,,k562-essential(DepMap -1.6); rpe1-essential(DepMap -1.7),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.40 to nearest approved anchor NDUFA6 [complex-level anchor (drug hits whole machine, not this gene)]. STRING-adjacent+same cluster #4. HYPOTHESIS: same class as NDUFA6 (Mitochondrial complex I (NADH dehydrogenase) inhibitor) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.5692 (essential in hematopoietic proxy). E[N]=6.271 (|Δ|anchor 0.387; E[N] non-discriminative for class — see stats).",4
717,DCTN4,0.2284,RPS23,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Cellular responses to stimuli,7.148,0.2855,0.0,False,False,0.2855,PLK4,0.358,6.131,0.2095,1.6077,32,8.0,0,1.017,False,Tbio,,Dynactin subunit 4,Cellular responses to stimuli,Part of the dynactin complex that activates the molecular motor dynein for ultra-processive transport along microtubules.,PROTAC_degrader,,,-0.6391,-0.9446,-0.5903,False,False,tolerant,0.8712,0.549,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.29 to nearest approved anchor RPS23 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. HYPOTHESIS: same class as RPS23 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.6391, LoF-tolerant, no OT liability/boxed warning. E[N]=6.131 (|Δ|anchor 1.017; E[N] non-discriminative for class — see stats).",8
718,GUK1,0.2265,IMPDH2,specific,Enzyme; Oxidoreductase,GMP synthase [glutamine-hydrolyzing] inhibitor; Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,Disease,6.068,0.0971,0.556,True,True,0.5251,IMPDH2,0.0971,6.39,0.3721,2.9635,125,7.0,1,0.322,True,Tbio,Enzyme; Transferase,Guanylate kinase,Drug ADME,"The protein encoded by this gene is an enzyme that catalyzes the transfer of a phosphate group from ATP to guanosine monophosphate (GMP) to form guanosine diphosphate (GDP). The encoded protein is thought to be a good target for cancer chemotherapy. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2011].",PROTAC_degrader; antibody; small_molecule,Structure with Ligand,mitochondrial dna depletion syndrome 21(0.651); neurodegenerative disease(0.527); adenoma(0.028); aging(0.027); Alzheimer disease(0.019),-2.7602,-0.7394,-1.215,True,False,tolerant,0.0001,1.119,0,False,,k562-essential(DepMap -2.8),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.10 to nearest approved anchor IMPDH2 [specific drug target], class Enzyme; Oxidoreductase. STRING-adjacent+same cluster #1. HYPOTHESIS: same class as IMPDH2 (GMP synthase [glutamine-hydrolyzing] inhibitor; Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -2.7602 (essential in hematopoietic proxy). Immune/disease assoc: mitochondrial dna depletion syndrome 21(0.651); neurodegenerative dise. E[N]=6.39 (|Δ|anchor 0.322; E[N] non-discriminative for class — see stats).",1
719,IGBP1,0.2263,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.0733,0.953,True,False,0.5498,PPP2CA,0.4221,5.742,0.4909,3.3674,286,6.0,0,0.624,False,Tbio,,TAP46-like protein,,"The proliferation and differentiation of B cells is dependent upon a B-cell antigen receptor (BCR) complex. Binding of antigens to specific B-cell receptors results in a tyrosine phosphorylation reaction through the BCR complex and leads to multiple signal transduction pathways. [provided by RefSeq, Jul 2008].",PROTAC_degrader,,corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome(0.538); Agenesis of the corpus callosum - intellectual disability - coloboma - micrognathia(0.488); neurodegenerative disease(0.255); nasopharyngeal carcinoma(0.074); breast cancer(0.071),-0.7698,-1.4913,-1.4361,False,True,constrained,0.9999,0.2435,0,False,,rpe1-essential(DepMap -1.5); LoF-constrained,True,False,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.07 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. STRING-adjacent. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety mixed: LoF-constrained (K562 geneEffect -0.7698). Immune/disease assoc: corpus callosum agenesis-intellectual disability-coloboma-micrognathia. E[N]=5.742 (|Δ|anchor 0.624; E[N] non-discriminative for class — see stats).",2
720,MRPS31,0.2262,RPS20,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.087,0.2077,0.429,True,True,0.5722,RPS20,0.2077,6.875,0.4619,3.2376,260,5.0,0,0.212,True,Tdark,,Mitochondrial 28S ribosomal protein S31,Metabolism of proteins,Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,PROTAC_degrader; small_molecule,Structure with Ligand,"osteoarthritis, hip(0.367); ulcerative colitis(0.282); inflammatory bowel disease(0.226); osteoarthritis(0.025); Eczematoid dermatitis(0.021)",-1.016,-0.1741,-0.4389,True,False,tolerant,0.0,1.028,0,False,,k562-essential(DepMap -1.0),True,True,True,True,False,"Undrugged (TDL=Tdark). Response-cosine 0.21 to nearest approved anchor RPS20 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #7. HYPOTHESIS: same class as RPS20 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.016 (essential in hematopoietic proxy). Immune/disease assoc: osteoarthritis, hip(0.367); ulcerative colitis(0.282); inflammatory bo. E[N]=6.875 (|Δ|anchor 0.212; E[N] non-discriminative for class — see stats).",7
721,TMEM199,0.2258,RBX1,specific,Enzyme; Aminoacyltransferase,CRL4(CRBN) E3 ubiquitin ligase inhibitor; CRL4(CRBN) E3 ubiquitin ligase modulator,Signal Transduction,5.526,0.2258,0.0,False,False,0.2258,ATP2A2,0.2296,6.415,0.2124,2.8947,215,5.0,0,0.889,False,,,,,,,,,,,,False,False,tolerant,0.0,1.374,0,False,,no strong safety flag,False,False,True,True,True,"Undrugged (TDL=NA). Response-cosine 0.23 to nearest approved anchor RBX1 [specific drug target], class Enzyme; Aminoacyltransferase. HYPOTHESIS: same class as RBX1 (CRL4(CRBN) E3 ubiquitin ligase inhibitor; CRL4(CRBN) E3 ubiquitin ligase modulator) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=6.415 (|Δ|anchor 0.889; E[N] non-discriminative for class — see stats).",8
722,TRMT6,0.2258,RPL39,complex_level,,80S Ribosome inhibitor; 80S Ribosome modulator,Metabolism of proteins,7.689,0.1198,0.0,False,True,0.2698,RPL39,0.1198,6.139,0.2397,2.0483,77,1.0,0,1.55,False,Tbio,,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,Metabolism of RNA,"Substrate-binding subunit of tRNA (adenine-N(1)-)-methyltransferase, which catalyzes the formation of N(1)-methyladenine at position 58 (m1A58) in initiator methionyl-tRNA .",PROTAC_degrader; small_molecule,Structure with Ligand,,-0.4786,-0.5828,-0.3923,False,False,tolerant,0.0,0.785,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.12 to nearest approved anchor RPL39 [complex-level anchor (drug hits whole machine, not this gene)]. same cluster #6. HYPOTHESIS: same class as RPL39 (80S Ribosome inhibitor; 80S Ribosome modulator) — candidate target, unverified. Safety OK: K562 geneEffect -0.4786, LoF-tolerant, no OT liability/boxed warning. E[N]=6.139 (|Δ|anchor 1.55; E[N] non-discriminative for class — see stats).",6
723,PMPCA,0.2254,NDUFA6,complex_level,,Mitochondrial complex I (NADH dehydrogenase) inhibitor,,6.658,0.3837,0.905,True,True,0.9862,NDUFA6,0.3837,6.645,0.582,5.707,298,7.0,0,0.013,True,Tbio,Unclassified protein,Mitochondrial Processing Peptidase/Ubiquinol-cytochrome c Reductase Complex,Metabolism of proteins,"The protein encoded by this gene is found in the mitochondrion, where it represents the alpha subunit of a proteolytic heterodimer. This heterodimer is responsible for cleaving the transit peptide from nuclear-encoded mitochondrial proteins. Defects in this gene are a cause of spinocerebellar ataxia, autosomal recessive 2. [provided by RefSeq, Mar 2016].",PROTAC_degrader,,autosomal recessive spinocerebellar ataxia 2(0.74); Autosomal recessive cerebelloparenchymal disorder type 3(0.719); neurodegenerative disease(0.501); Failure to thrive(0.417); optic atrophy(0.416),-2.3804,-1.4137,-1.1897,True,True,tolerant,0.0,1.111,0,False,,k562-essential(DepMap -2.4); rpe1-essential(DepMap -1.4),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.38 to nearest approved anchor NDUFA6 [complex-level anchor (drug hits whole machine, not this gene)]. STRING-adjacent+same cluster #4. HYPOTHESIS: same class as NDUFA6 (Mitochondrial complex I (NADH dehydrogenase) inhibitor) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -2.3804 (essential in hematopoietic proxy). Immune/disease assoc: autosomal recessive spinocerebellar ataxia 2(0.74); Autosomal recessiv. E[N]=6.645 (|Δ|anchor 0.013; E[N] non-discriminative for class — see stats).",4
724,INO80,0.225,ATP1A1,specific,Transporter; Primary active transporter; P-type ATPase; Sodium potassium ATPase,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 activator; Sodium/potassium-transporting ATPase inhibitor,Transport of small molecules,5.838,-0.0056,0.767,True,False,0.3779,PPP2CA,0.2719,6.466,0.4422,3.436,271,7.0,0,0.628,False,Tbio,Enzyme; Hydrolase,INO80/SWR1 chromatin remodeling helicase,DNA Repair,"ATPase component of the chromatin remodeling INO80 complex which is involved in transcriptional regulation, DNA replication and DNA repair .",PROTAC_degrader; small_molecule,Structure with Ligand,combined immunodeficiency with skin granulomas(0.37); coronary atherosclerosis(0.153),-0.633,-0.6964,-0.5691,False,False,constrained,1.0,0.165,0,False,,LoF-constrained,True,False,False,True,False,"Undrugged (TDL=Tbio). Response-cosine -0.01 to nearest approved anchor ATP1A1 [specific drug target], class Transporter; Primary active transporter; P-type ATPase; Sodium potassium ATPase. STRING-adjacent. HYPOTHESIS: same class as ATP1A1 (Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 activator; Sodium/potassium-transporting ATPase inhibitor) — candidate target, unverified. Safety mixed: LoF-constrained (K562 geneEffect -0.633). Immune/disease assoc: combined immunodeficiency with skin granulomas(0.37); coronary atheros. E[N]=6.466 (|Δ|anchor 0.628; E[N] non-discriminative for class — see stats).",2
725,GPN1,0.2231,TYK2,specific,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator,Cell-Cell communication,6.18,0.4803,0.0,False,True,0.6303,TYK2,0.4803,6.614,0.6568,6.5897,754,7.0,1,0.434,True,Tbio,,GPN-loop GTPase; GPN-loop GTPase 1,,"Small GTPase involved in the correct assembly of RNA polymerase II (RNAPII) complex, ensuring proper nuclear import of RNAPII .",PROTAC_degrader,,asthma(0.099),-1.9911,-1.557,-1.6846,True,True,tolerant,0.0158,1.431,0,False,,k562-essential(DepMap -2.0); rpe1-essential(DepMap -1.6),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.48 to nearest approved anchor TYK2 [specific drug target], class Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family. same cluster #2. HYPOTHESIS: same class as TYK2 (Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.9911 (essential in hematopoietic proxy). Immune/disease assoc: asthma(0.099). E[N]=6.614 (|Δ|anchor 0.434; E[N] non-discriminative for class — see stats).",2
726,DHX15,0.2216,RPS14,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.035,0.2916,0.616,True,False,0.5996,NCBP1,0.3062,6.874,0.8447,6.6226,763,7.0,1,0.161,True,Tbio,Enzyme; Hydrolase,,Metabolism of RNA,"The protein encoded by this gene is a putative ATP-dependent RNA helicase implicated in pre-mRNA splicing. [provided by RefSeq, Jul 2008].",PROTAC_degrader; small_molecule,Structure with Ligand,Parkinson disease(0.458); Alzheimer disease(0.453); neurodegenerative disease(0.451); lysosomal storage disease(0.451); multiple sclerosis(0.451),-1.3704,-1.3024,-1.9299,True,True,constrained,1.0,0.156,0,False,,k562-essential(DepMap -1.4); rpe1-essential(DepMap -1.3); LoF-constrained,True,True,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.29 to nearest approved anchor RPS14 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent. HYPOTHESIS: same class as RPS14 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.3704 (essential in hematopoietic proxy). Immune/disease assoc: Parkinson disease(0.458); Alzheimer disease(0.453); neurodegenerative . E[N]=6.874 (|Δ|anchor 0.161; E[N] non-discriminative for class — see stats).",3
727,CEP97,0.22,NDUFB4,complex_level,,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Metabolism,6.437,-0.0799,0.619,True,False,0.2296,NDUFB4,-0.0799,6.588,0.4679,2.2644,97,8.0,0,0.151,True,Tbio,,Ciliary and flagellar integrity-associated protein,Organelle biogenesis and maintenance,Acts as a key negative regulator of ciliogenesis in collaboration with CCP110 by capping the mother centriole thereby preventing cilia formation .,PROTAC_degrader,,,-0.2531,-0.2471,-0.2478,False,False,tolerant,0.0,0.847,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine -0.08 to nearest approved anchor NDUFB4 [complex-level anchor (drug hits whole machine, not this gene)]. STRING-adjacent. HYPOTHESIS: same class as NDUFB4 (Mitochondrial complex I (NADH dehydrogenase) inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.2531, LoF-tolerant, no OT liability/boxed warning. E[N]=6.588 (|Δ|anchor 0.151; E[N] non-discriminative for class — see stats).",0
728,CHCHD3,0.22,NDUFB4,complex_level,,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Metabolism,6.437,-0.0897,0.432,True,False,0.1263,CLK2,0.1383,6.124,0.2308,3.0979,278,4.25,0,0.313,True,Tbio,Unclassified protein,MICOS complex subunit MIC19/MIC25; MICOS complex subunit Mic19,Protein localization,"The protein encoded by this gene is an inner mitochondrial membrane scaffold protein. Absence of the encoded protein affects the structural integrity of mitochondrial cristae and leads to reductions in ATP production, cell growth, and oxygen consumption. This protein is part of the mitochondrial contact site and cristae organizing system (MICOS). Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2015].",PROTAC_degrader,,neurodegenerative disease(0.536); smoking initiation(0.417); insomnia(0.398); mathematical ability(0.326); intelligence(0.306),-0.4911,-0.2564,-0.3357,False,False,tolerant,0.0049,0.869,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine -0.09 to nearest approved anchor NDUFB4 [complex-level anchor (drug hits whole machine, not this gene)]. STRING-adjacent. HYPOTHESIS: same class as NDUFB4 (Mitochondrial complex I (NADH dehydrogenase) inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.4911, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: neurodegenerative disease(0.536); smoking initiation(0.417); insomnia(. E[N]=6.124 (|Δ|anchor 0.313; E[N] non-discriminative for class — see stats).",2
729,NRBP1,0.2194,TYK2,specific,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator,Cell-Cell communication,6.18,0.3839,0.0,False,True,0.5339,TYK2,0.3839,4.429,0.1085,3.9395,395,7.0,0,1.751,False,Tbio,,With No Lysine (K) Ser/Thr Protein Kinase,Disease,Required for embryonic development .,PROTAC_degrader; small_molecule,Druggable Family,autoimmune disorder of central nervous system(0.241),-1.6491,-0.4866,-0.689,True,False,constrained,1.0,0.215,0,False,,k562-essential(DepMap -1.6); LoF-constrained,True,True,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.38 to nearest approved anchor TYK2 [specific drug target], class Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family. same cluster #2. HYPOTHESIS: same class as TYK2 (Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.6491 (essential in hematopoietic proxy). Immune/disease assoc: autoimmune disorder of central nervous system(0.241). E[N]=4.429 (|Δ|anchor 1.751; E[N] non-discriminative for class — see stats).",2
