rank,candidate,nearest_anchor,anchor_status,anchor_target_class,anchor_moa,anchor_drugs,response_cosine,string_adjacent,string_score_to_anchor,shared_cluster,cluster,n_anchors_string_adjacent,n_anchors_shared_cluster,fused_proximity,cand_EN,anchor_EN,delta_EN,abs_delta_EN,cand_halt_conf,cand_effect_size,cand_n_de,cand_argmin_depth,cand_oracle_rstar,min_geneEffect,depmap_geneEffect_k562,depmap_essential_k562,depmap_geneEffect_rpe1,depmap_essential_rpe1,user_depmap_essentiality,likely_toxic_to_inhibit,gnomad_pli,gnomad_loeuf,lof_constraint_flag,ot_safety_liabilities,n_safety_events,fda_boxed_warning_flag,safety_flag_v2,passes_safety_filter,user_immune_disease_assoc,user_pharos_tdl,user_tractability_modality,user_annotation_present,user_function,target_class,user_protein_class_family,user_pathway_family,proximity_component,safety_penalty,act_consistency_bonus,composite_score,rationale,act_note
643,SLC7A6OS,ATR,clinical_target,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,Serine-protein kinase ATR inhibitor,NOT_FETCHED,0.6177,False,0.0,False,7,0,1,0.6177,4.313,6.738,-2.425,2.425,0.3232,6.5317,690,3.5,3.0,-1.228,-1.2277,True,-1.0321,True,see per-line columns,True,0.0,0.956,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.2); rpe1-essential(DepMap -1.0),False,"epilepsy, progressive myoclonic, 12(0.442); hypothyroidism(0.321); Generalized myoclonic seizure(0.266); Abnormality of the skeletal system(0.087); obesity disorder(0.085)",Tdark,PROTAC_degrader,True,"Predicted to be involved in developmental process. Predicted to act upstream of or within hematopoietic progenitor cell differentiation. Predicted to be located in cytoplasm and nucleus. Implicated in progressive myoclonus epilepsy. [provided by Alliance of Genome Resources, Apr 2022]",NOT_FOUND,Probable RNA polymerase II nuclear localization protein SLC7A6OS,NOT_FOUND,0.6177,0.6,0.0226,0.0403,Undrugged; transcriptionally similar (cos=0.62) to approved/clinical target ATR [Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family] → hypothesis: same target class as ATR. CAUTION: essential in-line (min DepMap geneEffect=-1.23) → likely toxic to inhibit.,E[N]=4.31 vs anchor 6.74 (|Δ|=2.42); halt_conf=0.32. ACT axis redundant for target-class call in this line.
644,CSE1L,XPO1,approved_target,Unclassified protein,Exportin-1 inhibitor,NOT_FETCHED,0.3969,True,0.976,False,0,3,3,0.8849,7.873,7.813,0.06,0.06,0.8277,6.8746,664,7.75,7.75,-2.182,-2.1817,True,-1.7969,True,see per-line columns,True,1.0,0.277,constrained,NOT_FOUND,0,False,k562-essential(DepMap -2.2); rpe1-essential(DepMap -1.8); LoF-constrained,False,intelligence(0.276); neurodegenerative disease(0.269); Alzheimer disease(0.242); major depressive disorder(0.219); celiac disease(0.183),Tbio,PROTAC_degrader,True,"Proteins that carry a nuclear localization signal (NLS) are transported into the nucleus by the importin-alpha/beta heterodimer. Importin-alpha binds the NLS, while importin-beta mediates translocation through the nuclear pore complex. After translocation, RanGTP binds importin-beta and displaces importin-alpha. Importin-alpha must then be returned to the cytoplasm, leaving the NLS protein behind. The protein encoded by this gene binds strongly to NLS-free importin-alpha, and this binding is released in the cytoplasm by the combined action of RANBP1 and RANGAP1. In addition, the encoded protein may play a role both in apoptosis and in cell proliferation. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jan 2012].",Unclassified protein,NOT_FOUND,NOT_FOUND,0.7897,0.8,0.0493,0.039,Undrugged; moderate response similarity (cos=0.40); STRING-adjacent (score=0.98) to approved/clinical target XPO1 → hypothesis: same target class as XPO1. CAUTION: essential in-line (min DepMap geneEffect=-2.18) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=7.87 vs anchor 7.81 (|Δ|=0.06); halt_conf=0.83. ACT axis redundant for target-class call in this line.
645,TUBG1,AURKA,clinical_target,Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase AUR family,Serine/threonine-protein kinase Aurora-A inhibitor,NOT_FETCHED,0.2658,True,0.745,True,6,4,6,0.7383,7.191,7.128,0.063,0.063,0.5091,1.9134,43,6.25,6.25,-1.888,-1.8878,True,-1.3282,True,see per-line columns,True,0.3165,0.583,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.9); rpe1-essential(DepMap -1.3),False,Genetic central nervous system malformation(0.757); lissencephaly spectrum disorders(0.376); Lissencephaly(0.349); hereditary disease(0.336); hepatocellular carcinoma(0.1),Tbio,PROTAC_degrader; small_molecule,True,"This gene encodes a member of the tubulin superfamily. The encoded protein localizes to the centrosome where it binds to microtubules as part of a complex referred to as the gamma-tubulin ring complex. The protein mediates microtubule nucleation and is required for microtubule formation and progression of the cell cycle. A pseudogene of this gene is found on chromosome 7. [provided by RefSeq, Jan 2009].",NOT_FOUND,Tubulin; Gamma tubulin,Cell Cycle; Organelle biogenesis and maintenance,0.5893,0.6,0.0493,0.0386,Undrugged; STRING-adjacent (score=0.74); same cluster 6 to approved/clinical target AURKA [Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase AUR family] → hypothesis: same target class as AURKA. CAUTION: essential in-line (min DepMap geneEffect=-1.89) → likely toxic to inhibit.,E[N]=7.19 vs anchor 7.13 (|Δ|=0.06); halt_conf=0.51. ACT axis redundant for target-class call in this line.
646,PNN,FNTA,approved_target,Enzyme; Transferase,Protein farnesyltransferase inhibitor,NOT_FETCHED,0.4915,False,0.0,False,0,0,3,0.4915,6.881,6.554,0.327,0.327,0.393,4.2518,333,8.0,8.0,-1.048,-0.5816,False,-1.0481,True,see per-line columns,True,0.4265,0.564,tolerant,NOT_FOUND,0,False,rpe1-essential(DepMap -1.0),False,neurodegenerative disease(0.322); neoplasm(0.093); colorectal carcinoma(0.087); hepatocellular carcinoma(0.085); renal cell carcinoma(0.077),Tbio,PROTAC_degrader; antibody,True,"Enables RNA binding activity. Predicted to be involved in cell adhesion and mRNA splicing, via spliceosome. Predicted to act upstream of or within cell-cell adhesion. Located in nuclear speck. Part of catalytic step 2 spliceosome. Colocalizes with exon-exon junction complex. [provided by Alliance of Genome Resources, Apr 2022]",Unclassified protein,Pinin,Metabolism of RNA,0.5915,0.6,0.0463,0.0378,Undrugged; moderate response similarity (cos=0.49) to approved/clinical target FNTA [Enzyme; Transferase] → hypothesis: same target class as FNTA. CAUTION: essential in-line (min DepMap geneEffect=-1.05) → likely toxic to inhibit.,E[N]=6.88 vs anchor 6.55 (|Δ|=0.33); halt_conf=0.39. ACT axis redundant for target-class call in this line.
647,DHX15,RPL7,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.5813,True,0.478,False,0,6,3,0.8203,4.663,7.997,-3.334,3.334,0.429,8.7253,833,4.0,4.0,-1.37,-1.3704,True,-1.3024,True,see per-line columns,True,1.0,0.156,constrained,NOT_FOUND,0,False,k562-essential(DepMap -1.4); rpe1-essential(DepMap -1.3); LoF-constrained,False,Parkinson disease(0.458); Alzheimer disease(0.453); neurodegenerative disease(0.451); lysosomal storage disease(0.451); multiple sclerosis(0.451),Tbio,PROTAC_degrader; small_molecule,True,"The protein encoded by this gene is a putative ATP-dependent RNA helicase implicated in pre-mRNA splicing. [provided by RefSeq, Jul 2008].",Enzyme; Hydrolase,NOT_FOUND,Metabolism of RNA; Chromatin organization; Disease,0.8247,0.8,0.0123,0.037,Undrugged; transcriptionally similar (cos=0.58); STRING-adjacent (score=0.48) to approved/clinical target RPL7 [Other cytosolic protein] → hypothesis: same target class as RPL7. CAUTION: essential in-line (min DepMap geneEffect=-1.37) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=4.66 vs anchor 8.00 (|Δ|=3.33); halt_conf=0.43. ACT axis redundant for target-class call in this line.
648,MRPS7,RPS21,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,APPROVED: ATALUREN | CANDIDATES: CITATUZUMAB BOGATOX[P1]; ELX-02[P2]; MT-3724[P2]; ZOLIMOMAB ARITOX[P2],0.2264,True,0.951,False,5,41,8,0.7019,5.546,7.796,-2.25,2.25,0.3755,2.6049,167,5.0,5.0,-1.075,-1.0748,True,-0.0606,False,common_essential; mean_geneEffect=-0.489,True,0.046,0.758,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.1),False,multiple sclerosis(0.259); systemic sclerosis(0.089),Tbio,PROTAC_degrader; small_molecule,True,Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,Other cytosolic protein,Small ribosomal subunit protein uS7,Metabolism of proteins,0.6117,0.6,0.0245,0.0362,Undrugged; STRING-adjacent (score=0.95) to approved/clinical target RPS21 [Other cytosolic protein] → hypothesis: same target class as RPS21. CAUTION: essential in-line (min DepMap geneEffect=-1.07) → likely toxic to inhibit.,E[N]=5.55 vs anchor 7.80 (|Δ|=2.25); halt_conf=0.38. ACT axis redundant for target-class call in this line.
649,SMG5,PSMA3,approved_target,Unclassified protein,20S proteasome inhibitor; 26S proteasome inhibitor,NOT_FETCHED,0.3881,False,0.0,True,2,1,11,0.4881,7.511,7.71,-0.199,0.199,0.6426,6.2172,340,7.25,7.25,-1.299,-0.7116,False,-1.2989,True,common_essential; mean_geneEffect=-1.097,True,0.0592,0.528,tolerant,NOT_FOUND,0,False,rpe1-essential(DepMap -1.3),False,NOT_FOUND,Tbio,PROTAC_degrader,True,Plays a role in nonsense-mediated mRNA decay.,NOT_FOUND,Est1/Ebs1-like,Metabolism of RNA,0.5881,0.6,0.0477,0.0358,Undrugged; moderate response similarity (cos=0.39); same cluster 2 to approved/clinical target PSMA3 → hypothesis: same target class as PSMA3. CAUTION: essential in-line (min DepMap geneEffect=-1.30) → likely toxic to inhibit.,E[N]=7.51 vs anchor 7.71 (|Δ|=0.20); halt_conf=0.64. ACT axis redundant for target-class call in this line.
650,SNRNP27,RPL26,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.4988,False,0.0,False,0,0,3,0.4988,6.425,7.991,-1.566,1.566,0.2442,4.0344,366,7.25,7.25,-1.132,-1.0024,True,-1.1315,True,see per-line columns,True,0.0002,1.732,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.0); rpe1-essential(DepMap -1.1),False,neurodegenerative disease(0.462); atrial fibrillation(0.154); cardiac arrhythmia(0.126); intelligence(0.109); heart disorder(0.089),Tbio,PROTAC_degrader; small_molecule,True,"This gene encodes a serine/arginine-rich (SR) protein. SR proteins play important roles in pre-mRNA splicing by facilitating the recognition and selection of splice sites. The encoded protein associates with the 25S U4/U6.U5 tri-snRNP, a major component of the U2-type spiceosome. The expression of this gene may be altered in cells infected with the human T-cell lymphotropic virus type 1 (HTLV-1) retrovirus. A pseudogene of this gene is located on the long arm of chromosome 5. Alternatively spliced transcript variants have been observed for this gene. [provided by RefSeq, Feb 2011].",NOT_FOUND,NOT_FOUND,Metabolism of RNA,0.5988,0.6,0.0323,0.0311,Undrugged; moderate response similarity (cos=0.50) to approved/clinical target RPL26 [Other cytosolic protein] → hypothesis: same target class as RPL26. CAUTION: essential in-line (min DepMap geneEffect=-1.13) → likely toxic to inhibit.,E[N]=6.42 vs anchor 7.99 (|Δ|=1.57); halt_conf=0.24. ACT axis redundant for target-class call in this line.
651,TAF2,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.511,False,0.0,False,0,0,3,0.511,3.871,6.689,-2.818,2.818,0.606,7.5795,744,5.0,5.0,-1.022,-0.5274,False,-1.0219,True,see per-line columns,True,0.0074,0.551,tolerant,NOT_FOUND,0,False,rpe1-essential(DepMap -1.0),False,microcephaly-thin corpus callosum-intellectual disability syndrome(0.703); HIV infectious disease(0.579); neurodegenerative disease(0.462); alcohol drinking(0.306); myelodysplastic syndrome(0.262),Tbio,PROTAC_degrader; small_molecule,True,"Initiation of transcription by RNA polymerase II requires the activities of more than 70 polypeptides. The protein that coordinates these activities is transcription factor IID (TFIID), which binds to the core promoter to position the polymerase properly, serves as the scaffold for assembly of the remainder of the transcription complex, and acts as a channel for regulatory signals. TFIID is composed of the TATA-binding protein (TBP) and a group of evolutionarily conserved proteins known as TBP-associated factors or TAFs. TAFs may participate in basal transcription, serve as coactivators, function in promoter recognition or modify general transcription factors (GTFs) to facilitate complex assembly and transcription initiation. This gene encodes one of the larger subunits of TFIID that is stably associated with the TFIID complex. It contributes to interactions at and downstream of the transcription initiation site, interactions that help determine transcription complex response to activators. [provided by RefSeq, Jul 2008].",NOT_FOUND,Transcription initiation factor TFIID subunit 2,Gene expression (Transcription); Disease,0.611,0.6,0.0181,0.0291,Undrugged; transcriptionally similar (cos=0.51) to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. CAUTION: essential in-line (min DepMap geneEffect=-1.02) → likely toxic to inhibit.,E[N]=3.87 vs anchor 6.69 (|Δ|=2.82); halt_conf=0.61. ACT axis redundant for target-class call in this line.
652,BTAF1,E2F6,clinical_target,NOT_FOUND,E2F inhibitor,CANDIDATES: EDIFOLIGIDE SODIUM[PHASE_2_3],0.0779,False,0.0,True,7,0,1,0.1779,6.496,6.366,0.13,0.13,0.2268,3.505,319,6.5,6.5,-0.339,-0.2396,False,-0.3386,False,not_common_essential; mean_geneEffect=-0.41,False,1.0,0.213,constrained,NOT_FOUND,0,False,LoF-constrained,False,NOT_FOUND,Tbio,PROTAC_degrader,True,Regulates transcription in association with TATA binding protein (TBP).,NOT_FOUND,TATA-binding protein-associated factor Mot1,NOT_FOUND,0.1779,0.2,0.0485,0.0264,Undrugged; same cluster 7 to approved/clinical target E2F6 → hypothesis: same target class as E2F6. Not strongly essential in-line (min geneEffect=-0.34). LoF-constrained (systemic-inhibition risk).,E[N]=6.50 vs anchor 6.37 (|Δ|=0.13); halt_conf=0.23. ACT axis redundant for target-class call in this line.
653,ATP6V1A,TFRC,approved_target,Membrane receptor,Transferrin receptor protein 1 antagonist,NOT_FETCHED,0.4981,True,0.63,False,8,4,0,0.8131,7.037,5.847,1.19,1.19,0.4098,8.2381,728,8.0,8.0,-1.823,-1.6301,True,-1.8227,True,see per-line columns,True,1.0,0.391,constrained,NOT_FOUND,0,False,k562-essential(DepMap -1.6); rpe1-essential(DepMap -1.8); LoF-constrained,False,genetic developmental and epileptic encephalopathy(0.735); developmental and epileptic encephalopathy 93(0.696); neurodegenerative disease(0.573); Alzheimer disease(0.519); Parkinson disease(0.499),Tbio,PROTAC_degrader; antibody; small_molecule,True,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A and three B subunits, two G subunits plus the C, D, E, F, and H subunits. The V1 domain contains the ATP catalytic site. The V0 domain consists of five different subunits: a, c, c', c', and d. Additional isoforms of many of the V1 and V0 subunit proteins are encoded by multiple genes or alternatively spliced transcript variants. This encoded protein is one of two V1 domain A subunit isoforms and is found in all tissues. Transcript variants derived from alternative polyadenylation exist. [provided by RefSeq, Jul 2008].",Enzyme; Hydrolase,"ATPase, V1 complex, subunit A; V-type ATP synthase catalytic alpha chain",Transport of small molecules; Signal Transduction; Cellular responses to stimuli; Developmental Biology; Immune System,0.7871,0.8,0.0365,0.0236,Undrugged; moderate response similarity (cos=0.50); STRING-adjacent (score=0.63) to approved/clinical target TFRC [Membrane receptor] → hypothesis: same target class as TFRC. CAUTION: essential in-line (min DepMap geneEffect=-1.82) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=7.04 vs anchor 5.85 (|Δ|=1.19); halt_conf=0.41. ACT axis redundant for target-class call in this line.
654,DNAJC17,ATR,clinical_target,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,Serine-protein kinase ATR inhibitor,NOT_FETCHED,0.5739,False,0.0,False,0,0,3,0.5739,6.623,6.738,-0.115,0.115,0.3832,6.8241,738,7.0,7.0,-1.356,-1.2853,True,-1.3561,True,see per-line columns,True,0.0,0.95,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.3); rpe1-essential(DepMap -1.4),False,"vertebral column disorder(0.16); congenital hydrocephalus(0.118); deafness(0.066); hearing loss, autosomal recessive(0.066); autosomal dominant nonsyndromic hearing loss(0.065)",Tbio,PROTAC_degrader,True,"Predicted to enable RNA binding activity. Predicted to act upstream of or within negative regulation of transcription by RNA polymerase II and toxin transport. Predicted to be located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Apr 2022]",NOT_FOUND,Pre-mRNA-splicing and ERAD-associated protein,NOT_FOUND,0.5739,0.6,0.0487,0.0226,Undrugged; transcriptionally similar (cos=0.57) to approved/clinical target ATR [Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family] → hypothesis: same target class as ATR. CAUTION: essential in-line (min DepMap geneEffect=-1.36) → likely toxic to inhibit.,E[N]=6.62 vs anchor 6.74 (|Δ|=0.12); halt_conf=0.38. ACT axis redundant for target-class call in this line.
655,BOD1L1,PLK1,clinical_target,Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase PLK family,Serine/threonine-protein kinase PLK1 inhibitor,NOT_FETCHED,-0.0568,True,0.598,False,0,1,3,0.2422,6.302,7.003,-0.701,0.701,0.1942,2.8497,209,4.75,4.75,-0.344,-0.0693,False,-0.3442,False,not_common_essential; mean_geneEffect=-0.234,False,1.0,0.412,constrained,NOT_FOUND,0,False,LoF-constrained,False,NOT_FOUND,Tdark,PROTAC_degrader,True,Component of the fork protection machinery required to protect stalled/damaged replication forks from uncontrolled DNA2-dependent resection.,Unclassified protein,Biorientation of chromosomes in cell division protein 1-like 1,Gene expression (Transcription),0.1794,0.2,0.0421,0.0215,Undrugged; STRING-adjacent (score=0.60) to approved/clinical target PLK1 [Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase PLK family] → hypothesis: same target class as PLK1. Not strongly essential in-line (min geneEffect=-0.34). LoF-constrained (systemic-inhibition risk).,E[N]=6.30 vs anchor 7.00 (|Δ|=0.70); halt_conf=0.19. ACT axis redundant for target-class call in this line.
656,TOMM40,NDUFB8,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,APPROVED: METFORMIN; METFORMIN HYDROCHLORIDE | CANDIDATES: ME-344[PHASE_1_2],0.4595,True,0.727,False,2,2,11,0.823,5.938,6.524,-0.586,0.586,0.3869,3.7984,337,7.0,7.0,-1.632,-1.6319,True,-1.5531,True,common_essential; mean_geneEffect=-1.489,True,0.9958,0.456,constrained,NOT_FOUND,0,False,k562-essential(DepMap -1.6); rpe1-essential(DepMap -1.6); LoF-constrained,False,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,True,Channel-forming protein that forms part of the translocase of the outer mitochondrial membrane (TOM) complex essential for the recognition and translocation of cytosolically synthesized mitochondrial preproteins .,Unclassified protein,Eukaryotic porin/Tom40; Tom40,Autophagy; Protein localization,0.7776,0.8,0.0434,0.021,Undrugged; moderate response similarity (cos=0.46); STRING-adjacent (score=0.73) to approved/clinical target NDUFB8 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFB8. CAUTION: essential in-line (min DepMap geneEffect=-1.63) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=5.94 vs anchor 6.52 (|Δ|=0.59); halt_conf=0.39. ACT axis redundant for target-class call in this line.
657,SF3B5,ATR,clinical_target,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,Serine-protein kinase ATR inhibitor,NOT_FETCHED,0.5711,False,0.0,False,0,0,3,0.5711,6.452,6.738,-0.286,0.286,0.34,9.9507,912,6.0,6.0,-2.769,-2.7117,True,-2.7694,True,common_essential; mean_geneEffect=-2.766,True,0.3426,1.019,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -2.7); rpe1-essential(DepMap -2.8),False,systemic-onset juvenile idiopathic arthritis(0.017); acute myeloid leukemia(0.008); Crohn disease(0.007),Tdark,PROTAC_degrader; small_molecule,True,"Component of the 17S U2 SnRNP complex of the spliceosome, a large ribonucleoprotein complex that removes introns from transcribed pre-mRNAs .",Other nuclear protein,"Splicing factor 3B subunit 5/RDS3 complex subunit 10; Splicing factor 3B, subunit 5",Chromatin organization; Disease; Metabolism of RNA,0.5711,0.6,0.0468,0.0179,Undrugged; transcriptionally similar (cos=0.57) to approved/clinical target ATR [Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family] → hypothesis: same target class as ATR. CAUTION: essential in-line (min DepMap geneEffect=-2.77) → likely toxic to inhibit.,E[N]=6.45 vs anchor 6.74 (|Δ|=0.29); halt_conf=0.34. ACT axis redundant for target-class call in this line.
658,AP2M1,TFRC,approved_target,Membrane receptor,Transferrin receptor protein 1 antagonist,NOT_FETCHED,0.4482,True,0.715,False,8,6,0,0.8057,6.397,5.847,0.55,0.55,0.2072,4.7571,494,7.5,7.0,-1.157,-1.1572,True,-0.1508,False,see per-line columns,True,1.0,0.182,constrained,NOT_FOUND,0,False,k562-essential(DepMap -1.2); LoF-constrained,False,intellectual developmental disorder 60 with seizures(0.63); neurodegenerative disease(0.568); HIV infectious disease(0.565); lysosomal storage disease(0.47); Alzheimer disease(0.468),Tbio,PROTAC_degrader; antibody,True,"This gene encodes a subunit of the heterotetrameric coat assembly protein complex 2 (AP2), which belongs to the adaptor complexes medium subunits family. The encoded protein is required for the activity of a vacuolar ATPase, which is responsible for proton pumping occurring in the acidification of endosomes and lysosomes. The encoded protein may also play an important role in regulating the intracellular trafficking and function of CTLA-4 protein. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2015].",Unclassified protein,"Clathrin adaptor, mu subunit; Adaptor complexes medium subunit",Disease; Immune System; Vesicle-mediated transport; Transport of small molecules; Signal Transduction; Developmental Biology; Neuronal System,0.7627,0.8,0.0438,0.0065,Undrugged; moderate response similarity (cos=0.45); STRING-adjacent (score=0.71) to approved/clinical target TFRC [Membrane receptor] → hypothesis: same target class as TFRC. CAUTION: essential in-line (min DepMap geneEffect=-1.16) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=6.40 vs anchor 5.85 (|Δ|=0.55); halt_conf=0.21. ACT axis redundant for target-class call in this line.
659,ATP6V1B2,TFRC,approved_target,Membrane receptor,Transferrin receptor protein 1 antagonist,NOT_FETCHED,0.5074,True,0.537,False,8,4,0,0.7759,7.023,5.847,1.176,1.176,0.3973,7.6592,695,8.0,8.0,-2.536,-2.5356,True,-1.8062,True,see per-line columns,True,0.9984,0.457,constrained,NOT_FOUND,0,False,k562-essential(DepMap -2.5); rpe1-essential(DepMap -1.8); LoF-constrained,False,Zimmermann-Laband syndrome 2(0.694); Autosomal dominant deafness-onychodystrophy syndrome(0.645); Zimmermann-Laband syndrome(0.637); autosomal dominant deafness - onychodystrophy syndrome(0.623); neurodegenerative disease(0.573),Tbio,PROTAC_degrader; antibody; small_molecule,True,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A, three B, and two G subunits, as well as a C, D, E, F, and H subunit. The V1 domain contains the ATP catalytic site. The protein encoded by this gene is one of two V1 domain B subunit isoforms and is the only B isoform highly expressed in osteoclasts. [provided by RefSeq, Jul 2008].",Enzyme; Hydrolase,"ATPase, V1 complex, subunit B; V-type ATP synthase regulatory subunit B/beta",Transport of small molecules; Signal Transduction; Cellular responses to stimuli; Developmental Biology; Immune System,0.7685,0.8,0.0367,0.0052,Undrugged; transcriptionally similar (cos=0.51); STRING-adjacent (score=0.54) to approved/clinical target TFRC [Membrane receptor] → hypothesis: same target class as TFRC. CAUTION: essential in-line (min DepMap geneEffect=-2.54) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=7.02 vs anchor 5.85 (|Δ|=1.18); halt_conf=0.40. ACT axis redundant for target-class call in this line.
660,EIF1,RPS28,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.1689,True,0.981,False,2,21,11,0.6594,6.553,7.927,-1.374,1.374,0.2858,3.4784,200,8.0,8.0,-1.176,-0.9405,False,-1.1763,True,common_essential; mean_geneEffect=-1.202,True,0.8565,0.626,tolerant,NOT_FOUND,0,False,rpe1-essential(DepMap -1.2),False,cyclic hematopoiesis(0.024),Tbio,PROTAC_degrader; small_molecule,True,"Component of the 43S pre-initiation complex (43S PIC), which binds to the mRNA cap-proximal region, scans mRNA 5'-untranslated region, and locates the initiation codon .",NOT_FOUND,Eukaryotic translation initiation factor SUI1,NOT_FOUND,0.5632,0.6,0.0345,-0.0023,Undrugged; STRING-adjacent (score=0.98) to approved/clinical target RPS28 [Other cytosolic protein] → hypothesis: same target class as RPS28. CAUTION: essential in-line (min DepMap geneEffect=-1.18) → likely toxic to inhibit.,E[N]=6.55 vs anchor 7.93 (|Δ|=1.37); halt_conf=0.29. ACT axis redundant for target-class call in this line.
661,CTNNBL1,NPM1,approved_target,Other nuclear protein,ALK tyrosine kinase receptor inhibitor; EML4-ALK inhibitor; Hepatocyte growth factor receptor inhibitor; Macrophage-stimulating protein receptor inhibitor; NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor; Proto-oncogene tyrosine-protein kinase ROS inhibitor,APPROVED: CERITINIB; CRIZOTINIB,0.3192,True,0.427,False,0,1,3,0.5327,7.096,7.163,-0.067,0.067,0.4642,3.815,351,8.0,8.0,-1.674,-1.6737,True,-0.8079,False,common_essential; mean_geneEffect=-1.005,True,0.0083,0.647,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.7),False,immunodeficiency 99 with hypogammaglobulinemia and autoimmune cytopenias(0.462),Tbio,PROTAC_degrader; small_molecule,True,Component of the PRP19-CDC5L complex that forms an integral part of the spliceosome and is required for activating pre-mRNA splicing.,Unclassified protein,Beta-catenin-like protein 1,Disease; Metabolism of RNA,0.5473,0.6,0.0492,-0.0035,Undrugged; moderate response similarity (cos=0.32); STRING-adjacent (score=0.43) to approved/clinical target NPM1 [Other nuclear protein] → hypothesis: same target class as NPM1. CAUTION: essential in-line (min DepMap geneEffect=-1.67) → likely toxic to inhibit.,E[N]=7.10 vs anchor 7.16 (|Δ|=0.07); halt_conf=0.46. ACT axis redundant for target-class call in this line.
