rank,candidate,nearest_anchor,anchor_status,anchor_target_class,anchor_moa,anchor_drugs,response_cosine,string_adjacent,string_score_to_anchor,shared_cluster,cluster,n_anchors_string_adjacent,n_anchors_shared_cluster,fused_proximity,cand_EN,anchor_EN,delta_EN,abs_delta_EN,cand_halt_conf,cand_effect_size,cand_n_de,cand_argmin_depth,cand_oracle_rstar,min_geneEffect,depmap_geneEffect_k562,depmap_essential_k562,depmap_geneEffect_rpe1,depmap_essential_rpe1,user_depmap_essentiality,likely_toxic_to_inhibit,gnomad_pli,gnomad_loeuf,lof_constraint_flag,ot_safety_liabilities,n_safety_events,fda_boxed_warning_flag,safety_flag_v2,passes_safety_filter,user_immune_disease_assoc,user_pharos_tdl,user_tractability_modality,user_annotation_present,user_function,target_class,user_protein_class_family,user_pathway_family,proximity_component,safety_penalty,act_consistency_bonus,composite_score,rationale,act_note
104,STIL,CHEK1,clinical_target,Enzyme; Kinase; Protein Kinase; CAMK protein kinase group; CAMK protein kinase CAMK1 family; CAMK protein kinase CHK1 subfamily,Serine/threonine-protein kinase Chk1 inhibitor,NOT_FETCHED,0.5622,True,0.544,False,0,3,3,0.8342,7.261,6.569,0.692,0.692,0.5495,2.6518,169,8.0,8.0,-0.7,-0.7002,False,-0.4695,False,common_essential; mean_geneEffect=-0.545,False,0.005,0.575,tolerant,NOT_FOUND,0,False,no strong safety flag,True,T-cell acute lymphoblastic leukemia(0.371),Tbio,PROTAC_degrader,True,Immediate-early gene.,NOT_FOUND,STIL,NOT_FOUND,0.7254,0.0,0.0422,0.7676,Undrugged; transcriptionally similar (cos=0.56); STRING-adjacent (score=0.54) to approved/clinical target CHEK1 [Enzyme; Kinase; Protein Kinase; CAMK protein kinase group; CAMK protein kinase CAMK1 family; CAMK protein kinase CHK1 subfamily] → hypothesis: same target class as CHEK1. Not strongly essential in-line (min geneEffect=-0.70).,E[N]=7.26 vs anchor 6.57 (|Δ|=0.69); halt_conf=0.55. ACT axis redundant for target-class call in this line.
105,SCAF1,PSMC5,approved_target,Enzyme,26S proteasome inhibitor,APPROVED: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE | CANDIDATES: OPROZOMIB[P2],0.6287,False,0.0,False,8,0,0,0.6287,6.304,7.702,-1.398,1.398,0.2384,4.8456,486,4.25,4.25,-0.741,-0.7407,False,-0.3709,False,not_common_essential; mean_geneEffect=-0.258,False,0.3967,0.553,tolerant,NOT_FOUND,0,False,no strong safety flag,True,Hashimoto thyroiditis(0.052),Tbio,PROTAC_degrader,True,May function in pre-mRNA splicing.,NOT_FOUND,"Splicing factor, arginine/serine-rich 19",NOT_FOUND,0.7287,0.0,0.0342,0.7629,Undrugged; transcriptionally similar (cos=0.63) to approved/clinical target PSMC5 [Enzyme] → hypothesis: same target class as PSMC5. Not strongly essential in-line (min geneEffect=-0.74).,E[N]=6.30 vs anchor 7.70 (|Δ|=1.40); halt_conf=0.24. ACT axis redundant for target-class call in this line.
106,DCTN4,RPL32,approved_target,NOT_FOUND,80S Ribosome inhibitor; 80S Ribosome modulator,NOT_FETCHED,0.4954,True,0.41,False,6,1,6,0.7004,6.969,7.99,-1.021,1.021,0.4056,3.3058,259,7.5,7.5,-0.945,-0.6391,False,-0.9446,False,common_essential; mean_geneEffect=-0.727,False,0.8712,0.549,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader,True,Part of the dynactin complex that activates the molecular motor dynein for ultra-processive transport along microtubules.,NOT_FOUND,Dynactin subunit 4,Cellular responses to stimuli; Immune System; Vesicle-mediated transport,0.7184,0.0,0.0384,0.7568,Undrugged; moderate response similarity (cos=0.50); STRING-adjacent (score=0.41) to approved/clinical target RPL32 → hypothesis: same target class as RPL32. Not strongly essential in-line (min geneEffect=-0.94).,E[N]=6.97 vs anchor 7.99 (|Δ|=1.02); halt_conf=0.41. ACT axis redundant for target-class call in this line.
107,CYREN,RPL26,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.5241,False,0.0,True,3,0,8,0.6241,6.079,7.991,-1.912,1.912,0.2453,4.3687,422,7.25,7.25,-0.092,-0.0916,False,0.0067,False,not_common_essential; mean_geneEffect=0.027,False,0.0118,1.31,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,NOT_FOUND,True,"Cell-cycle-specific regulator of classical non-homologous end joining (NHEJ) of DNA double-strand break (DSB) repair, which can act both as an activator or inhibitor of NHEJ, depending on the cell cycle phase .",NOT_FOUND,Modulator of retrovirus infection,NOT_FOUND,0.7241,0.0,0.0284,0.7525,Undrugged; transcriptionally similar (cos=0.52); same cluster 3 to approved/clinical target RPL26 [Other cytosolic protein] → hypothesis: same target class as RPL26. Not strongly essential in-line (min geneEffect=-0.09).,E[N]=6.08 vs anchor 7.99 (|Δ|=1.91); halt_conf=0.25. ACT axis redundant for target-class call in this line.
108,TP53RK,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.605,False,0.0,False,2,0,11,0.605,6.323,6.689,-0.366,0.366,0.2525,5.0744,513,7.25,7.25,-0.777,-0.4174,False,-0.7772,False,common_essential; mean_geneEffect=-0.766,False,0.0,1.776,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,True,Component of the EKC/KEOPS complex that is required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine .,Enzyme,Serine/threonine-protein kinase Bud32,Gene expression (Transcription); Metabolism of RNA,0.705,0.0,0.0459,0.7509,Undrugged; transcriptionally similar (cos=0.60) to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. Not strongly essential in-line (min geneEffect=-0.78).,E[N]=6.32 vs anchor 6.69 (|Δ|=0.37); halt_conf=0.25. ACT axis redundant for target-class call in this line.
109,YARS,PSMC5,approved_target,Enzyme,26S proteasome inhibitor,APPROVED: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE | CANDIDATES: OPROZOMIB[P2],0.5067,False,0.0,True,2,0,11,0.6067,7.188,7.702,-0.514,0.514,0.5105,4.8617,397,3.5,3.5,,,False,,False,,False,0.0,0.734,tolerant,NOT_FOUND,0,False,no strong safety flag,True,,,,False,,Enzyme; Ligase,,,0.7067,0.0,0.0442,0.7509,Undrugged; transcriptionally similar (cos=0.51); same cluster 2 to approved/clinical target PSMC5 [Enzyme] → hypothesis: same target class as PSMC5. Per-line essentiality unknown.,E[N]=7.19 vs anchor 7.70 (|Δ|=0.51); halt_conf=0.51. ACT axis redundant for target-class call in this line.
110,DERL2,RPS27A,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.4557,True,0.519,False,2,1,11,0.7152,6.902,7.979,-1.077,1.077,0.4141,6.0515,531,6.75,6.75,-0.276,-0.1961,False,-0.2759,False,see per-line columns,False,0.3327,0.801,tolerant,NOT_FOUND,0,False,no strong safety flag,True,cystic fibrosis(0.464); holoprosencephaly(0.462); neurodegenerative disease(0.409); Congenital pulmonary alveolar proteinosis(0.064); eye disorder(0.061),Tbio,PROTAC_degrader; antibody,True,"Proteins that are unfolded or misfolded in the endoplasmic reticulum (ER) must be refolded or degraded to maintain the homeostasis of the ER. DERL2 is involved in the degradation of misfolded glycoproteins in the ER (Oda et al., 2006 [PubMed 16449189]).[supplied by OMIM, Mar 2008].",NOT_FOUND,Derlin,Signal Transduction; Disease; Immune System; Metabolism of proteins; Transport of small molecules,0.7114,0.0,0.0378,0.7492,Undrugged; moderate response similarity (cos=0.46); STRING-adjacent (score=0.52) to approved/clinical target RPS27A [Other cytosolic protein] → hypothesis: same target class as RPS27A. Not strongly essential in-line (min geneEffect=-0.28).,E[N]=6.90 vs anchor 7.98 (|Δ|=1.08); halt_conf=0.41. ACT axis redundant for target-class call in this line.
111,PALB2,RPL23,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.3567,True,0.84,False,4,16,7,0.7767,7.113,7.996,-0.883,0.883,0.5272,2.5757,171,8.0,8.0,-0.592,-0.0241,False,-0.5925,False,see per-line columns,False,0.0,0.9,tolerant,NOT_FOUND,0,False,no strong safety flag,True,Fanconi anemia complementation group N(0.832); breast cancer(0.799); breast neoplasm(0.76); Fanconi anemia(0.75); cancer(0.742),Tbio,PROTAC_degrader; small_molecule,True,"This gene encodes a protein that may function in tumor suppression. This protein binds to and colocalizes with the breast cancer 2 early onset protein (BRCA2) in nuclear foci and likely permits the stable intranuclear localization and accumulation of BRCA2. [provided by RefSeq, Jul 2008].",NOT_FOUND,Partner and localizer of BRCA2,DNA Repair; Disease; Metabolism of proteins; Cellular responses to stimuli,0.7087,0.0,0.04,0.7487,Undrugged; moderate response similarity (cos=0.36); STRING-adjacent (score=0.84) to approved/clinical target RPL23 [Other cytosolic protein] → hypothesis: same target class as RPL23. Not strongly essential in-line (min geneEffect=-0.59).,E[N]=7.11 vs anchor 8.00 (|Δ|=0.88); halt_conf=0.53. ACT axis redundant for target-class call in this line.
112,BORA,AURKA,clinical_target,Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase AUR family,Serine/threonine-protein kinase Aurora-A inhibitor,NOT_FETCHED,0.3098,True,0.976,True,6,5,6,0.8978,7.634,7.128,0.506,0.506,0.6884,2.6423,169,8.0,8.0,-0.873,-0.8727,False,-0.7332,False,see per-line columns,False,0.0082,0.759,tolerant,NOT_FOUND,0,False,no strong safety flag,True,movement disorder(0.216); liver disorder(0.211); hyperpituitarism(0.208); cholelithiasis(0.207); phototoxic dermatitis(0.206),Tbio,PROTAC_degrader,True,"BORA is an activator of the protein kinase Aurora A (AURKA; MIM 603072), which is required for centrosome maturation, spindle assembly, and asymmetric protein localization during mitosis (Hutterer et al., 2006 [PubMed 16890155]).[supplied by OMIM, Mar 2008].",NOT_FOUND,Aurora borealis protein,Cell Cycle,0.7026,0.0,0.0443,0.7469,Undrugged; moderate response similarity (cos=0.31); STRING-adjacent (score=0.98); same cluster 6 to approved/clinical target AURKA [Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase AUR family] → hypothesis: same target class as AURKA. Not strongly essential in-line (min geneEffect=-0.87).,E[N]=7.63 vs anchor 7.13 (|Δ|=0.51); halt_conf=0.69. ACT axis redundant for target-class call in this line.
113,ATF5,ATR,clinical_target,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,Serine-protein kinase ATR inhibitor,NOT_FETCHED,0.6092,False,0.0,True,3,0,8,0.7092,7.878,6.738,1.14,1.14,0.8473,6.4738,608,8.0,8.0,-0.269,-0.2277,False,-0.2694,False,see per-line columns,False,0.0001,1.596,tolerant,NOT_FOUND,0,False,no strong safety flag,True,neurodegenerative disease(0.491); Alzheimer disease(0.374); Parkinson disease(0.37); multiple sclerosis(0.37); lysosomal storage disease(0.37),Tbio,PROTAC_degrader,True,"Enables several functions, including DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding activity; and tubulin binding activity. Involved in several processes, including fat cell differentiation; regulation of cell cycle process; and regulation of transcription, DNA-templated. Located in centrosome; cytosol; and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",NOT_FOUND,NOT_FOUND,Cellular responses to stimuli,0.7092,0.0,0.0371,0.7463,Undrugged; transcriptionally similar (cos=0.61); same cluster 3 to approved/clinical target ATR [Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family] → hypothesis: same target class as ATR. Not strongly essential in-line (min geneEffect=-0.27).,E[N]=7.88 vs anchor 6.74 (|Δ|=1.14); halt_conf=0.85. ACT axis redundant for target-class call in this line.
114,TTC4,RPS7,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.374,True,0.795,False,4,1,7,0.7715,6.191,7.983,-1.792,1.792,0.1677,3.2587,266,8.0,8.0,-0.611,-0.6107,False,-0.5924,False,common_essential; mean_geneEffect=-0.765,False,0.0,0.851,tolerant,NOT_FOUND,0,False,no strong safety flag,True,dermatitis(0.023),Tbio,PROTAC_degrader,True,"Co-chaperone that recruits molecular chaperones Hsp90 (HSC82 and HSP82) and Hsp70 (SSA1) to nascent polypeptides, facilitating their proper folding into functional proteins .",NOT_FOUND,Tetratricopeptide-like helical domain superfamily,NOT_FOUND,0.7125,0.0,0.0297,0.7422,Undrugged; moderate response similarity (cos=0.37); STRING-adjacent (score=0.80) to approved/clinical target RPS7 [Other cytosolic protein] → hypothesis: same target class as RPS7. Not strongly essential in-line (min geneEffect=-0.61).,E[N]=6.19 vs anchor 7.98 (|Δ|=1.79); halt_conf=0.17. ACT axis redundant for target-class call in this line.
115,SLC2A8,TFRC,approved_target,Membrane receptor,Transferrin receptor protein 1 antagonist,NOT_FETCHED,0.4398,True,0.494,False,8,1,0,0.6868,6.438,5.847,0.591,0.591,0.2932,3.8836,311,8.0,8.0,0.101,0.3137,False,0.1009,False,not_common_essential; mean_geneEffect=0.122,False,0.0,1.586,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader; antibody,True,Insulin-regulated facilitative hexose transporter that mediates the transport of glucose and fructose .,Transporter; Electrochemical transporter; SLC superfamily of solute carriers; SLC02 family of hexose and sugar alcohol transporters,"Major facilitator, sugar transporter-like; Major Facilitator Superfamily Trehalose Transporter; Sugar/inositol transporter",Transport of small molecules; Vesicle-mediated transport,0.688,0.0,0.0433,0.7313,Undrugged; moderate response similarity (cos=0.44); STRING-adjacent (score=0.49) to approved/clinical target TFRC [Membrane receptor] → hypothesis: same target class as TFRC. Not strongly essential in-line (min geneEffect=0.10).,E[N]=6.44 vs anchor 5.85 (|Δ|=0.59); halt_conf=0.29. ACT axis redundant for target-class call in this line.
116,TP53I13,NDUFA3,approved_target,NOT_FOUND,Mitochondrial complex I (NADH dehydrogenase) inhibitor,APPROVED: METFORMIN; METFORMIN HYDROCHLORIDE | CANDIDATES: ME-344[PHASE_1_2],0.4911,False,0.0,True,5,5,8,0.5911,6.079,7.254,-1.175,1.175,0.3268,2.939,206,5.75,5.75,-0.166,-0.1659,False,-0.0493,False,not_common_essential; mean_geneEffect=-0.113,False,0.0,1.112,tolerant,NOT_FOUND,0,False,no strong safety flag,True,thymoma(0.007),Tdark,PROTAC_degrader; antibody,True,May act as a tumor suppressor.,NOT_FOUND,NOT_FOUND,NOT_FOUND,0.6911,0.0,0.0367,0.7278,Undrugged; moderate response similarity (cos=0.49); same cluster 5 to approved/clinical target NDUFA3 → hypothesis: same target class as NDUFA3. Not strongly essential in-line (min geneEffect=-0.17).,E[N]=6.08 vs anchor 7.25 (|Δ|=1.18); halt_conf=0.33. ACT axis redundant for target-class call in this line.
117,DCTN2,CHEK1,clinical_target,Enzyme; Kinase; Protein Kinase; CAMK protein kinase group; CAMK protein kinase CAMK1 family; CAMK protein kinase CHK1 subfamily,Serine/threonine-protein kinase Chk1 inhibitor,NOT_FETCHED,0.5719,False,0.0,True,6,2,6,0.6719,7.011,6.569,0.442,0.442,0.4341,3.1223,214,8.0,8.0,-0.913,-0.9036,False,-0.9129,False,see per-line columns,False,0.8704,0.54,tolerant,NOT_FOUND,0,False,no strong safety flag,True,Charcot-Marie-Tooth disease(0.113); insomnia(0.093); hepatocellular carcinoma(0.093); cancer(0.08); neoplasm(0.078),Tbio,PROTAC_degrader; antibody,True,"This gene encodes a 50-kD subunit of dynactin, a macromolecular complex consisting of 10-11 subunits ranging in size from 22 to 150 kD. Dynactin binds to both microtubules and cytoplasmic dynein. It is involved in a diverse array of cellular functions, including ER-to-Golgi transport, the centripetal movement of lysosomes and endosomes, spindle formation, chromosome movement, nuclear positioning, and axonogenesis. This subunit is present in 4-5 copies per dynactin molecule. It contains three short alpha-helical coiled-coil domains that may mediate association with self or other dynactin subunits. It may interact directly with the largest subunit (p150) of dynactin and may affix p150 in place. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, May 2012].",NOT_FOUND,Dynamitin,Cell Cycle; Vesicle-mediated transport; Cellular responses to stimuli; Immune System; Organelle biogenesis and maintenance,0.6719,0.0,0.045,0.7169,Undrugged; transcriptionally similar (cos=0.57); same cluster 6 to approved/clinical target CHEK1 [Enzyme; Kinase; Protein Kinase; CAMK protein kinase group; CAMK protein kinase CAMK1 family; CAMK protein kinase CHK1 subfamily] → hypothesis: same target class as CHEK1. Not strongly essential in-line (min geneEffect=-0.91).,E[N]=7.01 vs anchor 6.57 (|Δ|=0.44); halt_conf=0.43. ACT axis redundant for target-class call in this line.
118,CENPC,ATR,clinical_target,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,Serine-protein kinase ATR inhibitor,NOT_FETCHED,0.5659,False,0.0,True,3,2,8,0.6659,6.704,6.738,-0.034,0.034,0.3645,3.7701,351,7.5,7.5,-0.867,-0.8672,False,-0.6813,False,see per-line columns,False,0.0,0.886,tolerant,NOT_FOUND,0,False,no strong safety flag,True,smoking initiation(0.305); neurodegenerative disease(0.274); ventricular septal defect(0.267); pernicious anemia(0.259); attention deficit-hyperactivity disorder(0.245),Tbio,PROTAC_degrader,True,"Centromere protein C 1 is a centromere autoantigen and a component of the inner kinetochore plate. The protein is required for maintaining proper kinetochore size and a timely transition to anaphase. A putative pseudogene exists on chromosome 12. [provided by RefSeq, Jul 2008].",NOT_FOUND,Centromere protein C/Mif2/cnp3,Cell Cycle; Signal Transduction,0.6659,0.0,0.0496,0.7155,Undrugged; transcriptionally similar (cos=0.57); same cluster 3 to approved/clinical target ATR [Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family] → hypothesis: same target class as ATR. Not strongly essential in-line (min geneEffect=-0.87).,E[N]=6.70 vs anchor 6.74 (|Δ|=0.03); halt_conf=0.36. ACT axis redundant for target-class call in this line.
