candidate,n_lines,lines,mean_score_pct,best_rank,mean_response_cosine,anchor_class_mode,anchor_class_consistency,anchors,mean_delta_E_N,any_tox_essential,all_tox_essential,recurrence_note
FCF1,3,"hepg2,jurkat,k562",0.9286785413340956,12,0.8042,Other cytosolic protein,1.0,RPS4X;RPS13;RPS12,-0.024,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NOL8,3,"hepg2,jurkat,k562",0.9263448492241734,21,0.7805500000000001,Other cytosolic protein,1.0,RPL10A;RPL24,-0.118,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PES1,3,"hepg2,k562,rpe1",0.923996188490664,2,0.9109,Other cytosolic protein,1.0,RPL26;RPL24;RPL23A,-0.0135,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NOL12,3,"hepg2,jurkat,k562",0.9143890195380092,29,0.72085,Other cytosolic protein,1.0,RPL30;RPL23A;RPL24,-0.499,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
BRCA2,3,"hepg2,jurkat,rpe1",0.913337100980794,11,0.5784666666666667,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,0.5,ATR;SEM1,1.8435,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MCMBP,3,"hepg2,jurkat,rpe1",0.9094183929552232,29,0.5220666666666667,Enzyme; Transferase,0.3333333333333333,POLA1;KEAP1;PRIM2,0.0384999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RPA2,3,"hepg2,k562,rpe1",0.907619254268892,5,0.9111,Enzyme; Transferase,0.5,POLA1;PRIM1,0.031,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
WDR12,3,"hepg2,k562,rpe1",0.9012970416380184,62,0.90455,Other cytosolic protein,1.0,RPL26;RPL24;RPL35,-0.009,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
URB2,3,"hepg2,jurkat,k562",0.8945705922244339,31,0.8159000000000001,Other cytosolic protein,1.0,RPL26;RPL24,-0.311,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
OSTC,3,"hepg2,jurkat,rpe1",0.8910899479871812,45,0.5148,Other cytosolic protein,0.6666666666666666,RPL26;RPL5;RPLP0,-0.523,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NMD3,3,"hepg2,k562,rpe1",0.8890049200729967,56,0.86355,Other cytosolic protein,1.0,RPL26;RPL24;RPL35,-0.02,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
IMPA2,3,"hepg2,jurkat,rpe1",0.8848344769122288,51,0.7135000000000001,Other cytosolic protein,0.6666666666666666,RPS21;RPS20;HDAC7,-0.5485,False,False,non_essential(safety-pass)
CCDC59,3,"hepg2,jurkat,rpe1",0.8847455995886621,69,0.7563000000000001,Other cytosolic protein,1.0,RPS21;RPS14;RPL26,-0.0955,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PDCD11,3,"hepg2,k562,rpe1",0.883858613631692,51,0.8938999999999999,Other cytosolic protein,1.0,RPS7;RPS12;RPL26,-0.0035,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PALB2,3,"hepg2,jurkat,rpe1",0.8797686596880306,17,0.4460666666666666,NOT_FOUND,0.3333333333333333,RPL23;KEAP1;SEM1,1.2425,False,False,non_essential(safety-pass)
SLBP,3,"hepg2,jurkat,rpe1",0.8774950115446843,49,0.6136,Enzyme; Aminoacyltransferase,0.3333333333333333,POLA1;RBX1;PRIM1,0.9855,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RAD51C,3,"hepg2,jurkat,k562",0.8767427644725282,8,0.25975,Enzyme; Transferase,0.6666666666666666,POLD1;POLD3,-0.228,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
XRCC5,3,"hepg2,jurkat,rpe1",0.8765564581718337,74,0.6435,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,0.3333333333333333,ATR;RPS7;POLD1,1.22,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
BRIP1,3,"jurkat,k562,rpe1",0.8744749771739876,41,0.4209,Enzyme,0.5,POLD3;SEM1;POLD1,2.815,False,False,non_essential(safety-pass)
COX7C,3,"hepg2,jurkat,rpe1",0.8740798891882448,9,0.4887333333333333,Enzyme; Oxidoreductase,1.0,NDUFAB1;NDUFB8,-0.3994999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
UTP18,3,"hepg2,jurkat,k562",0.867666843691504,26,0.7178,Other cytosolic protein,1.0,RPS13;RPS12,-1.109,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
FARSA,3,"hepg2,jurkat,k562",0.866661736038948,59,0.6235999999999999,Enzyme; Kinase,0.3333333333333333,RPS3;MTOR,-0.674,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
LAMTOR1,3,"hepg2,jurkat,rpe1",0.8644892859616728,54,0.3359,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,-0.7244999999999999,False,False,non_essential(safety-pass)
NOL7,3,"hepg2,jurkat,k562",0.8627293061874636,89,0.33325,Other cytosolic protein,1.0,RPS4X;RPS14;RPS27,-1.034,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DAXX,3,"hepg2,jurkat,rpe1",0.8431182504966529,45,0.4508,Unclassified protein,1.0,KEAP1,-1.0345,False,False,non_essential(safety-pass)
NUP54,3,"hepg2,k562,rpe1",0.8425472261161936,44,0.7481,Enzyme,0.3333333333333333,XPO1;MTOR;POLD3,0.12,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GLE1,3,"hepg2,k562,rpe1",0.842440742761522,55,0.658,Other cytosolic protein,0.5,XPO1;SEM1;RPL26,-0.754,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
COX6C,3,"jurkat,k562,rpe1",0.8398828805528834,10,0.2153,Enzyme; Oxidoreductase,0.5,NDUFB4;NDUFB10;NDUFB3,-0.523,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CCT7,3,"hepg2,k562,rpe1",0.8393618480050701,37,0.7102999999999999,Other cytosolic protein,0.6666666666666666,RPLP0;RPL27A;RPS3,-1.1425,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EIF4G1,3,"jurkat,k562,rpe1",0.8392656682357157,43,0.7026,Other cytosolic protein,0.6666666666666666,MTOR;RPL24;RPS13,-0.285,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DARS,3,"hepg2,jurkat,k562",0.8391329243880904,73,0.63415,Enzyme,0.3333333333333333,PSMC5;MTOR,-0.437,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL24,3,"hepg2,jurkat,rpe1",0.8344219757219787,13,0.4557666666666666,Enzyme; Oxidoreductase,0.6666666666666666,NDUFAB1;FAU,-0.9475,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CCDC86,3,"hepg2,jurkat,k562",0.8343988849754348,66,0.8228500000000001,Other cytosolic protein,1.0,RPL26;RPL24,-0.086,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RRS1,3,"hepg2,k562,rpe1",0.8317708785215022,129,0.88795,Other cytosolic protein,0.6666666666666666,RPL7;RPL24;RPLP0,-0.0095,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
KIF18B,3,"hepg2,jurkat,k562",0.831005234632932,39,0.7094,Other cytosolic protein,1.0,RPL26;RPL24,-0.674,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ATRIP,3,"hepg2,jurkat,k562",0.8307682885545655,24,0.50645,Enzyme; Kinase,0.5,ATR;SEM1;MTOR,-0.643,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CTU2,3,"hepg2,jurkat,rpe1",0.8251019264569468,88,0.4664,Enzyme; Transferase,0.6666666666666666,POLD1;MTOR,0.3019999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ATP11B,3,"hepg2,jurkat,rpe1",0.8205451805756375,38,0.6804666666666667,Enzyme; Oxidoreductase,0.6666666666666666,NDUFAB1;TYK2;NDUFB10,0.5995,False,False,non_essential(safety-pass)
COX17,3,"jurkat,k562,rpe1",0.8190302439970694,26,0.39335,Enzyme; Oxidoreductase,1.0,NDUFAB1;NDUFB8;NDUFV2,-1.093,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CENPC,3,"hepg2,k562,rpe1",0.8188763040848106,49,0.6648499999999999,Enzyme; Isomerase,0.3333333333333333,ATR;MTOR;TOP1,-1.506,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GNL2,3,"hepg2,jurkat,k562",0.8159030970424964,109,0.8995,Other cytosolic protein,1.0,RPL26;RPL5;RPL24,-0.017,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
KIAA0586,3,"hepg2,jurkat,rpe1",0.8114615593497683,80,0.6149333333333334,Enzyme; Transferase,0.5,POLA1;CCDC6;RPL26,-0.4575,False,False,non_essential(safety-pass)
EIF6,3,"jurkat,k562,rpe1",0.8106487689590475,60,0.83725,Other cytosolic protein,1.0,RPL26;RPL24,-0.001,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RFC2,3,"hepg2,k562,rpe1",0.8099422194111513,11,0.75325,Enzyme,0.5,POLA1;POLE;POLD2,0.1725,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
IMP4,3,"hepg2,jurkat,k562",0.8082465922401988,42,0.8706499999999999,Other cytosolic protein,1.0,RPS7;RPS13;RPS12,-0.028,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EIF3M,3,"jurkat,k562,rpe1",0.8044468923299908,90,0.6234,Other cytosolic protein,1.0,RPS20;RPL24;RPL5,-1.76,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL34,3,"hepg2,jurkat,rpe1",0.8028090503112003,4,0.8199333333333333,Other cytosolic protein,0.6666666666666666,NDUFAB1;RPS20;RPL23,-0.0785,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
UTP20,3,"hepg2,jurkat,k562",0.8021038215124299,75,0.8443499999999999,Other cytosolic protein,1.0,RPS4X;RPS13;RPS12,-0.062,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SASS6,3,"hepg2,jurkat,rpe1",0.8016422401395537,64,0.5055999999999999,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,0.3333333333333333,ATR;MTOR;PRIM2,1.5279999999999998,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RARS,3,"hepg2,jurkat,k562",0.8008355416449948,49,0.6214500000000001,Enzyme; Kinase,0.3333333333333333,NDUFB4;MTOR,1.065,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CD3EAP,3,"hepg2,jurkat,k562",0.798638676592781,249,0.7268,Other cytosolic protein,1.0,RPS4X;RPS13;RPL7,-0.148,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL20,3,"hepg2,jurkat,rpe1",0.7966349101790056,37,0.2861,Other cytosolic protein,0.6666666666666666,NDUFAB1;RPS20;RPL35,-0.6665,False,False,non_essential(safety-pass)
VARS,3,"hepg2,k562,rpe1",0.7941250761436102,78,0.69865,Enzyme,0.3333333333333333,PSMC5;MTOR,0.2234999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL4,3,"hepg2,jurkat,rpe1",0.7936538432926926,32,0.3802666666666667,Enzyme; Oxidoreductase,0.6666666666666666,NDUFAB1;FAU,-1.326,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
YARS,3,"hepg2,jurkat,rpe1",0.7928513599915888,41,0.6227333333333332,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.6666666666666666,PSMC5;MTOR,0.1549999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TP53RK,3,"hepg2,jurkat,rpe1",0.7915970122116294,108,0.5889666666666667,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.6666666666666666,NDUFAB1;MTOR,-0.0489999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
AARS,3,"hepg2,jurkat,k562",0.7910283035582729,73,0.59615,Enzyme,0.3333333333333333,PSMC5;MTOR,-0.148,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RPUSD3,3,"hepg2,jurkat,rpe1",0.7894034156341072,79,0.3691666666666666,Enzyme; Oxidoreductase,0.6666666666666666,NDUFAB1;RPL23,-0.279,False,False,non_essential(safety-pass)
MRPL16,3,"hepg2,jurkat,k562",0.786483296358853,19,0.6441,Enzyme; Oxidoreductase,1.0,NDUFAB1;NDUFB4,-0.489,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RARS2,3,"hepg2,k562,rpe1",0.783121130186593,57,0.60985,Enzyme; Kinase,0.3333333333333333,NDUFAB1;MTOR;RPS3,-1.209,False,False,non_essential(safety-pass)
KRR1,3,"hepg2,jurkat,k562",0.7808854260503991,39,0.74045,Other cytosolic protein,1.0,RPS4X;RPS13;RPS12,-0.036,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PPIH,3,"jurkat,k562,rpe1",0.7791986739619965,118,0.47025,Enzyme; Kinase,0.3333333333333333,NDUFAB1;MTOR;RPL23,-0.525,False,False,non_essential(safety-pass)
NOP14,3,"jurkat,k562,rpe1",0.7735439362202753,95,0.8606,Other cytosolic protein,1.0,RPS13;RPS12,0.004,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
HARS,3,"hepg2,k562,rpe1",0.7721763603312849,71,0.69275,Enzyme; Kinase,0.3333333333333333,PSMB2;MTOR,0.2704999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
LARS,3,"jurkat,k562,rpe1",0.7693040214609773,53,0.7162999999999999,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.6666666666666666,MTOR,0.841,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GINS1,3,"hepg2,jurkat,k562",0.7685393202147398,9,0.65215,Enzyme; Aminoacyltransferase,0.5,POLA1;RBX1;POLE,-0.008,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NIFK,3,"jurkat,k562,rpe1",0.7638103581569792,114,0.8070999999999999,Other cytosolic protein,1.0,RPL36;RPL24;RPL23A,0.001,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ORC5,3,"jurkat,k562,rpe1",0.7635246356515508,34,0.52135,Enzyme; Kinase,0.3333333333333333,HDAC7;MTOR;PRIM1,2.234,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NOB1,3,"hepg2,jurkat,k562",0.7623145524161622,86,0.749,Other cytosolic protein,1.0,RPS21;RPS13;RPS27,-0.887,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EXOSC1,3,"jurkat,k562,rpe1",0.7616994064272284,227,0.49485,Other cytosolic protein,1.0,RPS7;RPS27;RPS6,-0.401,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ATF5,3,"hepg2,k562,rpe1",0.7601591542722588,113,0.74075,Other cytosolic protein,0.6666666666666666,ATR;RPL27A;RPL26,-0.8035,False,False,non_essential(safety-pass)
FXN,3,"jurkat,k562,rpe1",0.755290205812429,138,0.6058,Enzyme; Oxidoreductase,0.5,NDUFAB1;NDUFB4;HDAC7,-0.918,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GPS2,3,"hepg2,jurkat,rpe1",0.7544067969731403,133,0.1499666666666666,Epigenetic regulator; Eraser; Histone deacetylase; HDAC class I,1.0,HDAC3,-0.2805,False,False,non_essential(safety-pass)
SDHA,3,"jurkat,k562,rpe1",0.7528342900381064,78,0.1528499999999999,Enzyme; Oxidoreductase,1.0,NDUFV2;NDUFB4;NDUFB8,0.273,False,False,non_essential(safety-pass)
NARS,3,"hepg2,k562,rpe1",0.751807108050425,70,0.69995,Enzyme,0.3333333333333333,PSMC5;MTOR,0.253,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GABPB1,3,"hepg2,jurkat,rpe1",0.7475046177325831,57,0.3164,Structural protein,1.0,TUBA1B;TUBB2A,0.5865,False,False,non_essential(safety-pass)
CUL2,3,"hepg2,jurkat,k562",0.746533771565168,274,0.424,Other cytosolic protein,0.6666666666666666,RPS27A;RBX1;RPL24,-0.263,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NAF1,3,"hepg2,k562,rpe1",0.7415426441207598,68,0.774,Other cytosolic protein,1.0,RPS4X;RPS21;RPL26,-0.3085,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL19,3,"jurkat,k562,rpe1",0.7415260686684572,84,0.4222,Enzyme; Kinase,0.3333333333333333,NDUFAB1;MTOR;RPL35,-1.564,False,False,non_essential(safety-pass)
MRPS30,3,"hepg2,jurkat,rpe1",0.7405056967331127,18,0.4524999999999999,Enzyme; Oxidoreductase,0.6666666666666666,NDUFAB1;RPL26,-1.113,False,False,non_essential(safety-pass)
INTS4,3,"hepg2,jurkat,k562",0.7399992752487329,89,0.3261,Enzyme; Phosphatase; Protein Phosphatase; Serine/threonine protein phosphatase,1.0,PPP2CA;SEM1,-1.603,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SRPRB,3,"hepg2,jurkat,rpe1",0.7378056673358738,65,0.2681,Other cytosolic protein,1.0,RPL7;RPL23A;RPL24,-1.901,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
UQCRC2,3,"jurkat,k562,rpe1",0.7329011956820773,38,0.42355,Enzyme; Oxidoreductase,1.0,NDUFB4;NDUFB10,0.023,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PSMG2,3,"hepg2,jurkat,rpe1",0.7316947556275721,33,0.3318,Enzyme,0.6666666666666666,PSMA3;PSMD13,0.7025000000000001,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SNRNP48,3,"hepg2,jurkat,k562",0.7280301170585449,76,0.48575,Enzyme; Kinase,0.3333333333333333,POLA1;NDUFAB1;MTOR,-0.512,False,False,non_essential(safety-pass)
NOP16,3,"hepg2,jurkat,k562",0.7235674855266133,130,0.8183499999999999,Other cytosolic protein,1.0,RPL23A;RPL5;RPL24,-0.027,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RFC3,3,"hepg2,jurkat,k562",0.7233447376157732,6,0.5721499999999999,Enzyme; Transferase,0.6666666666666666,POLA1;POLD3;POLD1,-0.058,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL22,3,"jurkat,k562,rpe1",0.7230536601934534,137,0.3306,Enzyme; Oxidoreductase,0.5,NDUFAB1;NDUFA6;FAU,-1.028,False,False,non_essential(safety-pass)
DDX56,3,"hepg2,jurkat,k562",0.7210495736583189,115,0.8351,Other cytosolic protein,1.0,RPL26;RPL23A;RPL24,-0.037,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ZNF236,3,"hepg2,jurkat,rpe1",0.7171262716316408,277,0.7148333333333333,Other cytosolic protein,1.0,RPS21;RPS14;RPS13,-0.231,False,False,non_essential(safety-pass)
GPS1,3,"hepg2,k562,rpe1",0.7147519918994316,41,0.6548,Enzyme; Aminoacyltransferase,0.6666666666666666,RBX1;PSMB2,1.531,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MCM2,3,"jurkat,k562,rpe1",0.7121870167131964,27,0.6056,Enzyme; Aminoacyltransferase,0.5,RBX1;POLE;POLA1,-1.346,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PXN,3,"hepg2,k562,rpe1",0.706997156474405,134,0.14495,Enzyme; Kinase,0.3333333333333333,PTPN11;PTK2,1.124,False,False,non_essential(safety-pass)
MAK16,3,"hepg2,jurkat,k562",0.7060793857231807,312,0.85995,Other cytosolic protein,1.0,RPL26;RPL24,-0.018,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPS16,3,"hepg2,k562,rpe1",0.7048209667907898,53,0.16345,Enzyme; Oxidoreductase,0.5,NDUFAB1;NDUFA6;RPL23,-1.7855,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
POP4,3,"hepg2,jurkat,rpe1",0.7044751574268715,83,0.7974666666666668,Other cytosolic protein,1.0,RPL23A;RPS13,-0.0725,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SLC1A5,3,"hepg2,jurkat,k562",0.7032386655345898,40,0.10675,Enzyme; Kinase,0.3333333333333333,CCDC6;MTOR,0.459,False,False,non_essential(safety-pass)
NVL,3,"hepg2,jurkat,k562",0.7017199701010638,235,0.8079000000000001,Other cytosolic protein,1.0,RPL23A;RPL5;RPL24,-0.089,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MOB4,3,"jurkat,k562,rpe1",0.7016438347189536,158,0.77605,Enzyme; Kinase,0.3333333333333333,MTOR;RPL26,-0.414,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GTF3C3,3,"jurkat,k562,rpe1",0.6990795600887266,165,0.57675,Other cytosolic protein,0.6666666666666666,MTOR;RPL24;RPL5,-0.436,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL49,3,"hepg2,k562,rpe1",0.6979792876193018,9,0.84595,Other cytosolic protein,1.0,RPS13;RPS27,-0.66,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
